winnerSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls,loserSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls
1,133,33,5,22.62,6.86,14,2,16,2,8,2,2978,2344,1106,2241,231,584,535,811,486.0,1507,651,350,246,539,718,16,192,23,12,-3.41,-4.7,13,5,9,6,9,4,2654,2609,889,2125,274,799,602,824,517.0,1342,467,224,55,473,611
8,135,22,12,17.12,11.41,9,7,14,2,4,6,2496,2302,890,1868,231,650,485,690,370.0,1235,537,201,161,493,547,9,301,22,11,16.13,9.16,9,7,10,4,9,4,2392,2132,775,1827,248,704,594,761,438.0,1196,419,267,107,450,645
5,304,22,12,14.35,8.26,10,6,13,2,5,6,2428,2181,886,1894,163,449,493,747,366.0,1131,449,285,159,371,619,12,120,23,12,14.18,7.09,9,7,14,3,3,6,2245,1997,790,1830,241,691,424,680,437.0,1231,488,205,99,491,604
4,261,29,7,13.59,7.53,15,3,13,0,10,4,2266,2023,762,1702,224,612,518,748,346.0,1076,414,237,116,504,728,13,113,25,9,3.32,-3.06,13,1,14,1,10,6,2171,1954,738,1695,191,544,504,687,386.0,1091,463,324,123,521,621
11,302,28,7,9.5,0.2,16,2,15,2,11,2,2626,2298,901,1971,244,609,580,797,427.0,1165,475,268,106,394,643,6,76,22,11,18.85,10.49,8,8,15,4,5,4,2323,2047,822,1754,198,520,481,698,379.0,1165,433,241,157,509,577
3,222,29,8,16.99,8.53,12,4,16,2,8,3,2637,2324,961,2035,229,599,486,735,445.0,1320,647,194,133,441,613,14,321,23,10,1.94,-0.31,13,3,14,1,7,8,2125,2051,766,1750,180,519,413,564,334.0,1060,402,196,50,400,574
7,122,21,11,16.78,8.35,10,6,15,0,3,8,2246,1976,783,1755,252,661,428,603,375.0,1082,424,206,140,396,657,10,104,23,11,12.15,3.77,11,3,12,2,6,5,2668,2383,933,1932,230,583,572,762,353.0,1271,492,212,123,473,654
2,295,30,6,20.9,9.84,15,3,16,0,6,4,2503,2081,923,1922,240,638,417,630,386.0,1158,507,263,116,440,569,15,310,20,12,-4.03,-3.33,11,5,13,2,6,8,2266,2214,772,1579,180,456,542,807,307.0,1050,437,212,78,515,611
1,133,33,5,22.62,6.86,14,2,16,2,8,2,2978,2344,1106,2241,231,584,535,811,486.0,1507,651,350,246,539,718,8,135,22,12,17.12,11.41,9,7,14,2,4,6,2496,2302,890,1868,231,650,485,690,370.0,1235,537,201,161,493,547
4,261,29,7,13.59,7.53,15,3,13,0,10,4,2266,2023,762,1702,224,612,518,748,346.0,1076,414,237,116,504,728,5,304,22,12,14.35,8.26,10,6,13,2,5,6,2428,2181,886,1894,163,449,493,747,366.0,1131,449,285,159,371,619
3,222,29,8,16.99,8.53,12,4,16,2,8,3,2637,2324,961,2035,229,599,486,735,445.0,1320,647,194,133,441,613,11,302,28,7,9.5,0.2,16,2,15,2,11,2,2626,2298,901,1971,244,609,580,797,427.0,1165,475,268,106,394,643
2,295,30,6,20.9,9.84,15,3,16,0,6,4,2503,2081,923,1922,240,638,417,630,386.0,1158,507,263,116,440,569,7,122,21,11,16.78,8.35,10,6,15,0,3,8,2246,1976,783,1755,252,661,428,603,375.0,1082,424,206,140,396,657
1,133,33,5,22.62,6.86,14,2,16,2,8,2,2978,2344,1106,2241,231,584,535,811,486.0,1507,651,350,246,539,718,4,261,29,7,13.59,7.53,15,3,13,0,10,4,2266,2023,762,1702,224,612,518,748,346.0,1076,414,237,116,504,728
2,295,30,6,20.9,9.84,15,3,16,0,6,4,2503,2081,923,1922,240,638,417,630,386.0,1158,507,263,116,440,569,3,222,29,8,16.99,8.53,12,4,16,2,8,3,2637,2324,961,2035,229,599,486,735,445.0,1320,647,194,133,441,613
2,295,30,6,20.9,9.84,15,3,16,0,6,4,2503,2081,923,1922,240,638,417,630,386.0,1158,507,263,116,440,569,1,133,33,5,22.62,6.86,14,2,16,2,8,2,2978,2344,1106,2241,231,584,535,811,486.0,1507,651,350,246,539,718
1,200,31,7,26.41,9.3,11,5,16,1,7,4,3258,2608,1187,2379,215,600,669,940,522.0,1551,696,309,173,524,647,16,81,21,12,-4.19,-5.28,13,7,11,3,8,8,2151,2089,782,1691,264,758,323,475,280.0,930,477,263,84,446,449
9,166,23,12,16.3,8.45,8,8,18,1,2,8,2276,2001,806,1718,182,486,482,671,394.0,1217,560,180,162,521,652,8,155,24,10,14.14,6.95,10,6,16,4,6,4,2443,2207,851,1951,217,651,524,783,488.0,1251,475,295,115,496,691
5,260,25,12,13.78,7.87,11,7,15,3,4,6,2656,2413,946,1988,207,523,557,779,349.0,1277,472,206,148,540,660,12,16,21,14,13.77,8.75,7,9,13,3,2,8,2487,2311,881,1910,212,613,513,730,392.0,1233,521,240,221,532,612
4,289,25,10,15.6,6.12,12,4,15,1,6,5,2860,2528,963,2164,308,792,626,850,482.0,1391,479,262,197,434,611,13,189,25,9,5.04,0.01,11,5,19,1,6,7,2652,2462,906,1890,199,513,641,975,459.0,1285,472,242,94,573,698
6,299,22,12,12.76,7.79,10,6,14,3,5,6,2594,2387,904,1984,317,843,469,643,346.0,1146,578,257,93,422,584,11,98,23,9,5.61,0.64,11,5,13,1,6,5,2247,2067,824,1799,171,465,428,611,389.0,1090,462,292,142,444,603
3,308,26,8,13.33,6.0,13,5,12,2,8,4,2273,2024,826,1777,196,527,425,593,271.0,1043,472,226,155,355,549,3,215,23,11,4.54,-1.04,12,2,12,2,6,8,2440,2206,824,1767,204,565,588,827,372.0,1204,459,212,154,513,601
7,26,21,12,13.76,9.21,10,6,14,4,5,6,2453,2303,842,1763,196,562,573,791,394.0,1142,483,188,191,455,505,10,288,21,13,9.71,7.16,9,7,13,3,6,5,2437,2349,842,1858,208,505,545,737,321.0,1042,452,231,62,396,592
2,99,30,7,19.62,9.48,13,3,14,3,9,3,2555,2146,923,1826,235,635,474,667,409.0,1250,545,192,189,497,609,15,22,23,10,-0.39,-4.71,14,4,9,2,10,6,2390,2128,848,1836,288,811,406,587,373.0,1228,513,201,105,528,605
1,200,31,7,26.41,9.3,11,5,16,1,7,4,3258,2608,1187,2379,215,600,669,940,522.0,1551,696,309,173,524,647,9,166,23,12,16.3,8.45,8,8,18,1,2,8,2276,2001,806,1718,182,486,482,671,394.0,1217,560,180,162,521,652
5,260,25,12,13.78,7.87,11,7,15,3,4,6,2656,2413,946,1988,207,523,557,779,349.0,1277,472,206,148,540,660,4,289,25,10,15.6,6.12,12,4,15,1,6,5,2860,2528,963,2164,308,792,626,850,482.0,1391,479,262,197,434,611
6,299,22,12,12.76,7.79,10,6,14,3,5,6,2594,2387,904,1984,317,843,469,643,346.0,1146,578,257,93,422,584,3,308,26,8,13.33,6.0,13,5,12,2,8,4,2273,2024,826,1777,196,527,425,593,271.0,1043,472,226,155,355,549
