winnerSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls,loserSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls
1,214.0,33.0,7.0,23.44,10.69,14.0,4.0,15.0,1.0,6.0,5.0,3311.0,2801.0,1235.0,2560.0,224.0,685.0,617.0,826.0,568.0,1624.0,708.0,269.0,177.0,431.0,718.0,16,94.0,21.0,14.0,-0.79,-3.82,8.0,6.0,16.0,4.0,4.0,8.0,2703.0,2473.0,1008.0,2106.0,186.0,527.0,501.0,778.0,417.0,1422.0,483.0,230.0,141.0,438.0,674.0
9,247.0,24.0,11.0,11.94,8.46,10.0,8.0,13.0,4.0,7.0,4.0,2577.0,2455.0,881.0,2093.0,249.0,776.0,566.0,781.0,402.0,1263.0,550.0,229.0,123.0,397.0,591.0,8,284.0,21.0,13.0,13.52,7.64,9.0,9.0,16.0,2.0,3.0,7.0,2737.0,2537.0,982.0,2138.0,266.0,688.0,507.0,750.0,401.0,1337.0,504.0,215.0,181.0,415.0,590.0
5,130.0,27.0,8.0,19.59,6.9,15.0,3.0,17.0,0.0,6.0,4.0,2891.0,2447.0,1021.0,2034.0,345.0,831.0,504.0,688.0,414.0,1288.0,560.0,239.0,137.0,474.0,647.0,12,54.0,29.0,6.0,3.24,-3.46,15.0,3.0,13.0,1.0,10.0,4.0,2652.0,2364.0,897.0,1963.0,262.0,729.0,596.0,811.0,381.0,1241.0,504.0,272.0,165.0,437.0,596.0
4,144.0,27.0,9.0,20.23,8.84,13.0,5.0,17.0,0.0,4.0,7.0,2861.0,2451.0,1028.0,2149.0,244.0,666.0,561.0,813.0,451.0,1395.0,512.0,206.0,207.0,389.0,735.0,13,297.0,26.0,7.0,3.75,-5.28,14.0,2.0,15.0,1.0,11.0,5.0,2515.0,2115.0,933.0,1992.0,220.0,598.0,429.0,637.0,425.0,1312.0,541.0,204.0,150.0,379.0,523.0
6,227.0,24.0,12.0,14.1,9.57,11.0,7.0,14.0,2.0,5.0,5.0,2704.0,2541.0,972.0,2042.0,262.0,700.0,498.0,671.0,381.0,1265.0,480.0,197.0,143.0,359.0,544.0,11,178.0,23.0,13.0,13.75,7.92,10.0,8.0,13.0,4.0,4.0,6.0,2656.0,2426.0,947.0,2048.0,342.0,901.0,420.0,569.0,290.0,1152.0,537.0,203.0,81.0,348.0,558.0
14,295.0,28.0,6.0,9.23,-5.47,18.0,0.0,14.0,0.0,9.0,4.0,2728.0,2153.0,972.0,2032.0,269.0,741.0,515.0,701.0,405.0,1188.0,635.0,310.0,122.0,411.0,700.0,3,337.0,26.0,9.0,21.61,9.78,13.0,5.0,13.0,2.0,7.0,4.0,2749.0,2335.0,943.0,2102.0,209.0,643.0,654.0,972.0,558.0,1380.0,510.0,343.0,93.0,498.0,819.0
7,345.0,22.0,13.0,13.4,9.4,12.0,6.0,13.0,5.0,6.0,5.0,2373.0,2233.0,816.0,1917.0,229.0,656.0,512.0,728.0,398.0,1228.0,400.0,205.0,114.0,386.0,588.0,10,241.0,21.0,12.0,15.47,8.75,9.0,9.0,15.0,4.0,3.0,6.0,2476.0,2220.0,878.0,1919.0,204.0,589.0,516.0,686.0,417.0,1257.0,547.0,162.0,121.0,384.0,581.0
2,349.0,28.0,6.0,18.58,8.43,14.0,4.0,15.0,1.0,8.0,3.0,2737.0,2392.0,928.0,2054.0,255.0,702.0,626.0,857.0,436.0,1387.0,548.0,246.0,101.0,429.0,678.0,15,336.0,26.0,9.0,0.18,-5.13,15.0,3.0,13.0,1.0,6.0,7.0,2662.0,2344.0,908.0,1885.0,291.0,785.0,555.0,821.0,300.0,1296.0,477.0,175.0,119.0,462.0,611.0
1,214.0,33.0,7.0,23.44,10.69,14.0,4.0,15.0,1.0,6.0,5.0,3311.0,2801.0,1235.0,2560.0,224.0,685.0,617.0,826.0,568.0,1624.0,708.0,269.0,177.0,431.0,718.0,9,247.0,24.0,11.0,11.94,8.46,10.0,8.0,13.0,4.0,7.0,4.0,2577.0,2455.0,881.0,2093.0,249.0,776.0,566.0,781.0,402.0,1263.0,550.0,229.0,123.0,397.0,591.0
5,130.0,27.0,8.0,19.59,6.9,15.0,3.0,17.0,0.0,6.0,4.0,2891.0,2447.0,1021.0,2034.0,345.0,831.0,504.0,688.0,414.0,1288.0,560.0,239.0,137.0,474.0,647.0,4,144.0,27.0,9.0,20.23,8.84,13.0,5.0,17.0,0.0,4.0,7.0,2861.0,2451.0,1028.0,2149.0,244.0,666.0,561.0,813.0,451.0,1395.0,512.0,206.0,207.0,389.0,735.0
