winnerSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls,loserSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls
7,178,26,12,18.8,10.17,10,8,15,3,3,8,2851,2523,1002,2076,361,937,486,624,280,1111,527,220,108,348,571,10,231,20,13,19.19,12.22,9,9,11,5,7,5,2828,2589,957,2050,294,732,620,786,454,1215,486,252,99,432,730
2,158,25,9,22.47,11.15,12,6,16,1,5,5,2628,2243,952,2085,238,670,486,708,457,1343,461,227,186,374,652,15,137,20,15,-2.85,-3.24,9,7,5,5,10,9,2434,2378,857,1869,258,685,462,647,355,1244,493,157,134,477,628
1,141,31,5,23.53,12.23,16,2,14,1,10,1,2995,2588,1071,2193,318,787,535,789,428,1393,584,250,162,456,639,9,177,20,15,13.67,10.5,10,8,14,2,2,7,2515,2404,905,1927,273,732,432,646,328,1275,591,151,162,490,699
4,248,27,8,20.13,8.79,14,4,15,2,6,4,2790,2393,980,2044,315,782,515,680,344,1322,640,181,87,455,552,5,132,24,11,20.51,11.94,12,6,12,3,5,6,2829,2529,1031,2186,344,860,423,604,318,1219,553,272,124,355,557
3,236,33,6,20.8,8.38,16,2,17,0,7,3,3076,2565,1091,2270,334,880,560,787,412,1431,614,253,248,454,614,11,251,25,10,12.88,4.62,13,5,13,3,7,5,2577,2288,916,2019,217,653,528,791,409,1301,467,227,206,389,725
7,178,26,12,18.8,10.17,10,8,15,3,3,8,2851,2523,1002,2076,361,937,486,624,280,1111,527,220,108,348,571,2,158,25,9,22.47,11.15,12,6,16,1,5,5,2628,2243,952,2085,238,670,486,708,457,1343,461,227,186,374,652
1,141,31,5,23.53,12.23,16,2,14,1,10,1,2995,2588,1071,2193,318,787,535,789,428,1393,584,250,162,456,639,4,248,27,8,20.13,8.79,14,4,15,2,6,4,2790,2393,980,2044,315,782,515,680,344,1322,640,181,87,455,552
3,236,33,6,20.8,8.38,16,2,17,0,7,3,3076,2565,1091,2270,334,880,560,787,412,1431,614,253,248,454,614,7,178,26,12,18.8,10.17,10,8,15,3,3,8,2851,2523,1002,2076,361,937,486,624,280,1111,527,220,108,348,571
3,236,33,6,20.8,8.38,16,2,17,0,7,3,3076,2565,1091,2270,334,880,560,787,412,1431,614,253,248,454,614,1,141,31,5,23.53,12.23,16,2,14,1,10,1,2995,2588,1071,2193,318,787,535,789,428,1393,584,250,162,456,639
1,214,33,7,24.84,11.76,14,4,16,0,6,5,3377,2824,1226,2633,283,798,642,916,630,1748,722,283,139,473,711,16,311,23,12,-6.41,-7.81,16,2,10,0,11,11,2593,2544,866,2015,205,693,656,893,401,1228,409,250,111,407,607
8,17,26,10,14.04,8.6,12,6,15,3,6,5,2855,2659,997,2165,233,638,628,825,401,1298,497,278,170,428,739,9,273,21,12,12.1,9.25,10,8,12,2,4,6,2417,2323,872,1949,202,598,471,733,439,1311,405,228,82,449,613
12,179,31,5,9.8,-0.48,17,1,13,2,11,2,2697,2299,1014,2077,228,622,441,631,355,1273,552,242,100,374,655,5,181,24,10,14.56,8.82,11,7,17,3,5,5,2556,2361,887,2037,209,610,573,806,378,1341,507,194,227,393,577
4,36,25,9,17.7,10.23,12,6,13,3,7,4,2595,2341,906,1898,261,714,522,704,287,1091,453,206,96,346,640,13,344,26,7,1.34,-6.12,15,3,13,3,12,3,2615,2322,891,1957,313,839,520,725,316,1224,423,216,169,430,605
6,56,30,6,18.43,5.49,16,2,18,0,8,3,2674,2208,969,2116,264,764,472,688,437,1328,557,261,173,361,566,11,140,21,14,14.8,10.48,8,10,11,5,5,6,2523,2372,869,1883,247,683,538,775,330,1132,521,271,130,453,630
3,320,31,5,20.67,6.39,15,3,16,1,8,2,3233,2719,1210,2320,354,872,459,622,343,1386,771,212,191,404,583,14,143,22,14,0.88,-1.63,10,8,10,6,7,5,2772,2628,986,2302,257,803,543,755,539,1454,449,230,134,465,685
10,342,31,5,21.24,2.96,17,1,16,1,9,1,2916,2246,992,2114,310,769,622,848,433,1472,586,235,140,406,676,7,72,24,8,12.98,4.27,15,3,15,1,7,3,2428,2126,820,1763,258,671,530,768,277,1097,500,249,128,376,601
2,144,32,6,23.88,10.49,16,2,15,2,7,3,3225,2716,1134,2396,267,757,690,980,470,1512,585,229,200,443,716,15,224,24,11,-0.17,-2.84,12,6,12,2,8,7,2659,2507,928,2037,300,859,503,740,391,1319,486,200,98,468,622
1,214,33,7,24.84,11.76,14,4,16,0,6,5,3377,2824,1226,2633,283,798,642,916,630,1748,722,283,139,473,711,8,17,26,10,14.04,8.6,12,6,15,3,6,5,2855,2659,997,2165,233,638,628,825,401,1298,497,278,170,428,739
4,36,25,9,17.7,10.23,12,6,13,3,7,4,2595,2341,906,1898,261,714,522,704,287,1091,453,206,96,346,640,12,179,31,5,9.8,-0.48,17,1,13,2,11,2,2697,2299,1014,2077,228,622,441,631,355,1273,552,242,100,374,655
3,320,31,5,20.67,6.39,15,3,16,1,8,2,3233,2719,1210,2320,354,872,459,622,343,1386,771,212,191,404,583,6,56,30,6,18.43,5.49,16,2,18,0,8,3,2674,2208,969,2116,264,764,472,688,437,1328,557,261,173,361,566
2,144,32,6,23.88,10.49,16,2,15,2,7,3,3225,2716,1134,2396,267,757,690,980,470,1512,585,229,200,443,716,10,342,31,5,21.24,2.96,17,1,16,1,9,1,2916,2246,992,2114,310,769,622,848,433,1472,586,235,140,406,676
1,214,33,7,24.84,11.76,14,4,16,0,6,5,3377,2824,1226,2633,283,798,642,916,630,1748,722,283,139,473,711,4,36,25,9,17.7,10.23,12,6,13,3,7,4,2595,2341,906,1898,261,714,522,704,287,1091,453,206,96,346,640
2,144,32,6,23.88,10.49,16,2,15,2,7,3,3225,2716,1134,2396,267,757,690,980,470,1512,585,229,200,443,716,3,320,31,5,20.67,6.39,15,3,16,1,8,2,3233,2719,1210,2320,354,872,459,622,343,1386,771,212,191,404,583
1,214,33,7,24.84,11.76,14,4,16,0,6,5,3377,2824,1226,2633,283,798,642,916,630,1748,722,283,139,473,711,2,144,32,6,23.88,10.49,16,2,15,2,7,3,3225,2716,1134,2396,267,757,690,980,470,1512,585,229,200,443,716
1,109,37,2,25.26,4.13,17,1,15,1,10,0,3222,2398,1149,2280,286,749,638,890,378,1587,595,265,183,448,660,16,279,18,17,-2.3,-0.66,8,8,11,3,3,12,2683,2697,881,1938,318,883,603,782,316,1229,459,180,83,453,584
8,226,24,12,14.02,8.43,10,8,14,4,5,5,2558,2357,913,2094,256,747,476,637,386,1304,540,190,175,383,691,9,325,19,16,13.69,10.72,10,8,11,5,5,6,2489,2385,815,1896,346,921,513,660,286,1208,450,147,133,430,581
5,227,26,10,17.81,9.78,12,6,16,2,5,4,2783,2494,980,2139,334,869,489,611,334,1212,566,255,134,341,533,12,246,23,7,6.57,-1.84,14,0,10,1,10,4,2149,1843,772,1716,298,789,307,416,247,1003,426,200,93,298,482
4,337,28,9,24.45,9.67,12,6,16,2,6,4,3014,2467,1059,2333,275,759,621,907,534,1387,607,371,176,455,756,13,34,26,9,5.89,-2.48,15,3,14,2,9,6,2669,2376,942,1961,286,754,497,730,302,1203,510,252,134,466,655
11,349,24,14,14.8,11.51,9,9,12,4,4,8,2836,2711,981,2148,267,776,607,881,451,1417,559,228,100,478,708,6,169,24,9,12.79,8.29,12,6,13,5,8,2,2438,2246,827,1840,272,757,512,732,351,1173,472,180,154,426,613
3,96,26,9,18.87,8.87,12,6,18,0,3,6,2873,2523,1036,2146,233,671,568,824,409,1324,511,259,180,415,684,14,94,26,8,2.26,-3.42,12,2,16,3,10,3,2701,2356,1007,2017,221,636,466,664,379,1269,527,207,116,421,635
7,262,29,5,16.75,2.19,16,2,15,2,10,1,2449,1954,892,1797,293,744,372,499,324,1205,563,143,110,365,512,10,328,26,9,11.57,3.77,14,4,15,1,7,4,2616,2343,945,2050,199,602,527,747,386,1275,525,263,138,435,728
2,13,32,5,18.25,7.63,16,2,15,1,9,1,2833,2440,977,2048,244,625,635,830,380,1358,501,201,119,413,625,15,216,22,10,-1.83,-5.45,14,4,11,2,7,6,2578,2357,926,1919,228,585,498,698,297,1146,487,251,93,419,672
1,109,37,2,25.26,4.13,17,1,15,1,10,0,3222,2398,1149,2280,286,749,638,890,378,1587,595,265,183,448,660,8,226,24,12,14.02,8.43,10,8,14,4,5,5,2558,2357,913,2094,256,747,476,637,386,1304,540,190,175,383,691
4,337,28,9,24.45,9.67,12,6,16,2,6,4,3014,2467,1059,2333,275,759,621,907,534,1387,607,371,176,455,756,5,227,26,10,17.81,9.78,12,6,16,2,5,4,2783,2494,980,2139,334,869,489,611,334,1212,566,255,134,341,533
11,349,24,14,14.8,11.51,9,9,12,4,4,8,2836,2711,981,2148,267,776,607,881,451,1417,559,228,100,478,708,3,96,26,9,18.87,8.87,12,6,18,0,3,6,2873,2523,1036,2146,233,671,568,824,409,1324,511,259,180,415,684
2,13,32,5,18.25,7.63,16,2,15,1,9,1,2833,2440,977,2048,244,625,635,830,380,1358,501,201,119,413,625,7,262,29,5,16.75,2.19,16,2,15,2,10,1,2449,1954,892,1797,293,744,372,499,324,1205,563,143,110,365,512
1,109,37,2,25.26,4.13,17,1,15,1,10,0,3222,2398,1149,2280,286,749,638,890,378,1587,595,265,183,448,660,4,337,28,9,24.45,9.67,12,6,16,2,6,4,3014,2467,1059,2333,275,759,621,907,534,1387,607,371,176,455,756
11,349,24,14,14.8,11.51,9,9,12,4,4,8,2836,2711,981,2148,267,776,607,881,451,1417,559,228,100,478,708,2,13,32,5,18.25,7.63,16,2,15,1,9,1,2833,2440,977,2048,244,625,635,830,380,1358,501,201,119,413,625
1,109,37,2,25.26,4.13,17,1,15,1,10,0,3222,2398,1149,2280,286,749,638,890,378,1587,595,265,183,448,660,11,349,24,14,14.8,11.51,9,9,12,4,4,8,2836,2711,981,2148,267,776,607,881,451,1417,559,228,100,478,708
1,214,33,7,24.84,11.76,14,4,16,0,6,5,3377,2824,1226,2633,283,798,642,916,630,1748,722,283,139,473,711,3,236,33,6,20.8,8.38,16,2,17,0,7,3,3076,2565,1091,2270,334,880,560,787,412,1431,614,253,248,454,614
1,109,37,2,25.26,4.13,17,1,15,1,10,0,3222,2398,1149,2280,286,749,638,890,378,1587,595,265,183,448,660,7,278,26,11,17.52,10.16,12,6,15,3,6,5,2707,2414,924,2197,248,733,611,874,464,1346,468,288,142,480,751
1,214,33,7,24.84,11.76,14,4,16,0,6,5,3377,2824,1226,2633,283,798,642,916,630,1748,722,283,139,473,711,1,109,37,2,25.26,4.13,17,1,15,1,10,0,3222,2398,1149,2280,286,749,638,890,378,1587,595,265,183,448,660
