winnerSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls,loserSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls
1,327,33,3,23.13,7.55,16,2,15,0,9,2,2754,2193,916,1951,326,837,596,815,371,1235,570,278,146,382,596,16,146.0,20.0,13.0,-3.37,-3.12,9.0,9.0,11.0,5.0,9.0,7.0,2426.0,2409.0,872.0,1799.0,261.0,640.0,421.0,549.0,282.0,1017.0,514.0,181.0,83.0,366.0,515.0
8,212,22,14,14.11,9.72,10,8,14,6,5,5,2525,2367,895,2054,236,661,499,727,435,1369,415,138,184,375,637,9,156.0,22.0,11.0,11.39,5.63,11.0,7.0,13.0,4.0,8.0,3.0,2423.0,2233.0,892.0,1962.0,189.0,558.0,450.0,658.0,401.0,1294.0,516.0,240.0,204.0,476.0,516.0
5,223,31,4,12.54,2.0,16,2,16,0,9,3,2281,1912,776,1618,257,645,472,644,255,1071,413,207,84,363,508,12,348.0,25.0,10.0,3.81,-0.04,11.0,7.0,17.0,2.0,5.0,7.0,2151.0,1974.0,747.0,1619.0,209.0,642.0,448.0,638.0,216.0,1047.0,501.0,191.0,102.0,392.0,481.0
4,158,27,9,18.12,8.98,12,6,15,4,7,3,2483,2154,878,2048,198,644,529,792,454,1351,419,283,192,408,623,13,42.0,21.0,13.0,3.63,0.45,11.0,5.0,10.0,3.0,6.0,9.0,2295.0,2113.0,854.0,1851.0,217.0,558.0,370.0,541.0,329.0,1198.0,480.0,194.0,168.0,396.0,578.0
11,72,27,9,10.98,4.06,13,5,16,0,5,6,2439,2190,810,1755,239,670,580,846,255,1121,490,250,91,415,573,6,247.0,22.0,12.0,13.71,9.5,11.0,7.0,13.0,4.0,5.0,6.0,2370.0,2227.0,828.0,1889.0,171.0,546.0,543.0,768.0,411.0,1228.0,474.0,242.0,155.0,407.0,628.0
3,232,24,11,18.65,9.94,12,6,14,1,5,6,2501,2196,885,2035,236,688,495,668,389,1332,430,237,174,419,570,14,8.0,24.0,9.0,-0.34,-5.18,15.0,1.0,12.0,3.0,12.0,5.0,2156.0,1996.0,729.0,1666.0,205.0,572.0,493.0,650.0,334.0,1111.0,349.0,187.0,53.0,381.0,544.0
7,177,27,12,17.46,10.0,12,6,12,4,7,4,2773,2482,1014,2181,294,763,451,714,436,1458,646,203,176,441,738,10,108.0,21.0,12.0,12.42,8.6,11.0,7.0,12.0,4.0,8.0,4.0,2250.0,2124.0,747.0,1730.0,184.0,538.0,572.0,826.0,360.0,1260.0,411.0,183.0,151.0,420.0,608.0
2,331,30,4,21.73,7.81,16,2,15,1,11,1,2224,1751,804,1758,170,483,446,614,358,1232,430,186,143,316,484,15,23.0,22.0,11.0,0.35,-2.77,11.0,5.0,12.0,2.0,7.0,8.0,2450.0,2330.0,858.0,1803.0,329.0,866.0,405.0,585.0,307.0,1093.0,504.0,209.0,66.0,451.0,549.0
8,212,22,14,14.11,9.72,10,8,14,6,5,5,2525,2367,895,2054,236,661,499,727,435,1369,415,138,184,375,637,1,327.0,33.0,3.0,23.13,7.55,16.0,2.0,15.0,0.0,9.0,2.0,2754.0,2193.0,916.0,1951.0,326.0,837.0,596.0,815.0,371.0,1235.0,570.0,278.0,146.0,382.0,596.0
4,158,27,9,18.12,8.98,12,6,15,4,7,3,2483,2154,878,2048,198,644,529,792,454,1351,419,283,192,408,623,5,223.0,31.0,4.0,12.54,2.0,16.0,2.0,16.0,0.0,9.0,3.0,2281.0,1912.0,776.0,1618.0,257.0,645.0,472.0,644.0,255.0,1071.0,413.0,207.0,84.0,363.0,508.0
3,232,24,11,18.65,9.94,12,6,14,1,5,6,2501,2196,885,2035,236,688,495,668,389,1332,430,237,174,419,570,11,72.0,27.0,9.0,10.98,4.06,13.0,5.0,16.0,0.0,5.0,6.0,2439.0,2190.0,810.0,1755.0,239.0,670.0,580.0,846.0,255.0,1121.0,490.0,250.0,91.0,415.0,573.0
7,177,27,12,17.46,10.0,12,6,12,4,7,4,2773,2482,1014,2181,294,763,451,714,436,1458,646,203,176,441,738,2,331.0,30.0,4.0,21.73,7.81,16.0,2.0,15.0,1.0,11.0,1.0,2224.0,1751.0,804.0,1758.0,170.0,483.0,446.0,614.0,358.0,1232.0,430.0,186.0,143.0,316.0,484.0
4,158,27,9,18.12,8.98,12,6,15,4,7,3,2483,2154,878,2048,198,644,529,792,454,1351,419,283,192,408,623,8,212.0,22.0,14.0,14.11,9.72,10.0,8.0,14.0,6.0,5.0,5.0,2525.0,2367.0,895.0,2054.0,236.0,661.0,499.0,727.0,435.0,1369.0,415.0,138.0,184.0,375.0,637.0
7,177,27,12,17.46,10.0,12,6,12,4,7,4,2773,2482,1014,2181,294,763,451,714,436,1458,646,203,176,441,738,3,232.0,24.0,11.0,18.65,9.94,12.0,6.0,14.0,1.0,5.0,6.0,2501.0,2196.0,885.0,2035.0,236.0,688.0,495.0,668.0,389.0,1332.0,430.0,237.0,174.0,419.0,570.0
7,177,27,12,17.46,10.0,12,6,12,4,7,4,2773,2482,1014,2181,294,763,451,714,436,1458,646,203,176,441,738,4,158.0,27.0,9.0,18.12,8.98,12.0,6.0,15.0,4.0,7.0,3.0,2483.0,2154.0,878.0,2048.0,198.0,644.0,529.0,792.0,454.0,1351.0,419.0,283.0,192.0,408.0,623.0
1,144,38,1,28.72,8.67,18,0,19,0,10,0,2900,2118,1006,2150,203,582,685,943,491,1482,553,253,268,408,665,16,113.0,17.0,18.0,-8.25,-7.08,8.0,8.0,6.0,5.0,5.0,12.0,2346.0,2387.0,796.0,1959.0,194.0,638.0,560.0,859.0,416.0,1292.0,372.0,235.0,141.0,494.0,752.0
8,56,23,11,10.72,4.4,13,5,15,3,6,5,2113,1898,761,1705,167,507,424,633,383,1178,394,222,185,432,507,9,248.0,21.0,13.0,12.93,7.64,12.0,6.0,14.0,3.0,4.0,6.0,2375.0,2195.0,827.0,1840.0,195.0,597.0,524.0,767.0,409.0,1249.0,505.0,185.0,177.0,444.0,642.0
5,337,25,10,15.12,9.29,11,7,12,3,5,5,2542,2338,872,2138,227,719,571,863,575,1272,494,376,96,453,821,12,35.0,23.0,10.0,7.93,1.6,12.0,6.0,11.0,2.0,9.0,7.0,2462.0,2253.0,837.0,1922.0,199.0,583.0,589.0,819.0,420.0,1260.0,433.0,248.0,132.0,378.0,613.0
