winnerSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls,loserSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls
1,201,33,4,28.42,10.66,14,2,15,0,8,2,3257,2600,1128,2260,277,687,724,998,502,1499,706,362,142,594,662,16,210,13,19,-2.66,0.86,7,9,6,5,3,13,2269,2352,811,1804,201,593,446,671,384,1044,474,228,77,390,561
9,125,19,12,11.37,8.4,9,7,13,3,4,7,2112,2005,784,1794,113,387,431,632,376,1100,444,295,120,405,524,8,171,21,11,12.06,6.96,10,6,14,3,5,4,2175,2012,771,1707,170,487,463,656,373,1091,453,292,145,516,512
5,302,24,8,19.06,8.43,11,5,14,2,5,3,2336,1996,801,1840,225,626,509,692,463,1193,385,267,178,409,596,12,191,26,7,11.09,1.51,10,4,18,1,5,5,2492,2121,855,1733,269,688,513,755,327,1127,491,252,115,454,558
4,93,24,8,20.18,7.12,12,4,13,3,6,4,2438,2020,844,1751,244,626,506,716,366,1186,475,228,146,444,598,13,212,21,11,5.36,1.8,11,7,13,1,4,9,2288,2174,773,1675,182,555,560,802,348,1050,374,273,86,423,571
6,320,25,9,16.76,9.61,11,5,15,1,5,6,2290,2047,788,1789,250,640,464,685,342,1176,444,179,62,389,513,11,206,21,11,10.14,5.31,11,7,13,2,6,7,2311,2127,847,1763,226,593,391,560,283,1071,491,192,138,373,556
14,33,23,10,2.12,-2.19,10,4,12,1,8,7,2097,1946,704,1585,218,591,471,672,306,1044,416,262,96,508,630,3,134,23,7,20.68,10.85,12,4,15,1,6,4,2251,1956,801,1684,198,539,451,649,350,1129,495,197,115,433,574
10,199,21,14,16.16,9.16,7,9,11,6,5,6,2559,2314,871,1915,294,795,523,742,375,1121,529,260,156,435,658,7,50,21,8,9.63,3.97,12,4,12,2,7,5,2257,2093,763,1767,232,630,499,730,420,1119,409,252,92,389,495
2,63,23,8,18.82,7.62,13,3,14,3,7,3,2419,2072,862,1872,154,486,541,773,478,1412,531,189,275,468,492,15,47,24,9,-4.91,-7.78,13,7,12,3,8,5,2304,2152,784,1702,283,759,453,651,405,1174,512,221,143,496,622
1,201,33,4,28.42,10.66,14,2,15,0,8,2,3257,2600,1128,2260,277,687,724,998,502,1499,706,362,142,594,662,9,125,19,12,11.37,8.4,9,7,13,3,4,7,2112,2005,784,1794,113,387,431,632,376,1100,444,295,120,405,524
5,302,24,8,19.06,8.43,11,5,14,2,5,3,2336,1996,801,1840,225,626,509,692,463,1193,385,267,178,409,596,4,93,24,8,20.18,7.12,12,4,13,3,6,4,2438,2020,844,1751,244,626,506,716,366,1186,475,228,146,444,598
6,320,25,9,16.76,9.61,11,5,15,1,5,6,2290,2047,788,1789,250,640,464,685,342,1176,444,179,62,389,513,14,33,23,10,2.12,-2.19,10,4,12,1,8,7,2097,1946,704,1585,218,591,471,672,306,1044,416,262,96,508,630
10,199,21,14,16.16,9.16,7,9,11,6,5,6,2559,2314,871,1915,294,795,523,742,375,1121,529,260,156,435,658,2,63,23,8,18.82,7.62,13,3,14,3,7,3,2419,2072,862,1872,154,486,541,773,478,1412,531,189,275,468,492
1,201,33,4,28.42,10.66,14,2,15,0,8,2,3257,2600,1128,2260,277,687,724,998,502,1499,706,362,142,594,662,5,302,24,8,19.06,8.43,11,5,14,2,5,3,2336,1996,801,1840,225,626,509,692,463,1193,385,267,178,409,596
6,320,25,9,16.76,9.61,11,5,15,1,5,6,2290,2047,788,1789,250,640,464,685,342,1176,444,179,62,389,513,10,199,21,14,16.16,9.16,7,9,11,6,5,6,2559,2314,871,1915,294,795,523,742,375,1121,529,260,156,435,658
1,201,33,4,28.42,10.66,14,2,15,0,8,2,3257,2600,1128,2260,277,687,724,998,502,1499,706,362,142,594,662,6,320,25,9,16.76,9.61,11,5,15,1,5,6,2290,2047,788,1789,250,640,464,685,342,1176,444,179,62,389,513
1,310,29,6,19.77,7.66,14,4,15,0,6,5,3026,2596,1102,2271,257,670,565,771,523,1305,660,288,87,499,718,16,180,18,13,-3.63,-3.49,9,5,12,2,4,10,2152,2132,735,1606,182,514,500,739,322,1118,424,182,93,528,533
8,219,27,4,8.95,1.16,18,0,12,1,13,1,2258,2011,794,1598,201,526,469,631,310,1104,462,154,96,424,455,9,223,20,9,14.53,5.73,10,6,13,4,6,3,2097,1842,738,1567,175,462,446,677,414,1103,439,189,120,419,496
5,103,20,12,17.21,9.78,8,8,13,3,4,6,2371,2133,849,1877,190,570,483,699,400,1248,471,265,162,483,648,12,99,22,8,10.62,1.05,11,5,10,3,8,4,2308,2021,833,1750,162,447,480,693,390,1098,484,293,128,448,528
4,149,33,5,22.57,6.18,14,2,15,2,10,1,3066,2436,1011,2165,361,906,683,945,489,1475,590,327,148,535,701,13,145,20,11,5.71,1.91,11,4,11,1,5,9,2239,2109,804,1802,200,601,431,654,437,1092,375,291,85,482,604
6,289,22,11,16.24,9.11,10,6,13,2,5,5,2535,2287,932,1957,145,366,526,696,368,1156,553,259,123,424,554,11,296,18,11,9.16,7.09,11,7,12,3,6,5,2138,2078,748,1654,186,538,456,634,343,1068,417,169,74,464,532
3,105,26,5,13.3,4.37,12,2,14,0,6,3,2454,2159,856,1702,153,403,589,797,368,1191,486,169,106,416,536,14,319,27,6,0.48,-6.65,15,1,16,0,9,4,2245,1961,767,1724,220,604,491,725,371,1154,477,269,125,464,616
7,312,24,11,11.76,7.62,8,8,11,3,6,5,2501,2356,868,1930,319,885,446,601,340,1065,578,280,130,412,530,10,66,23,11,10.14,3.84,11,7,11,5,7,5,2421,2207,823,1820,293,707,482,660,336,1063,483,234,111,412,598
2,308,27,6,20.24,10.27,13,3,16,0,8,4,2801,2441,965,1966,251,629,620,906,465,1315,531,284,118,484,640,15,51,20,11,-1.37,-3.59,10,6,13,3,7,7,2253,2034,795,1746,168,554,495,729,509,1284,450,231,60,535,523
1,310,29,6,19.77,7.66,14,4,15,0,6,5,3026,2596,1102,2271,257,670,565,771,523,1305,660,288,87,499,718,8,219,27,4,8.95,1.16,18,0,12,1,13,1,2258,2011,794,1598,201,526,469,631,310,1104,462,154,96,424,455
4,149,33,5,22.57,6.18,14,2,15,2,10,1,3066,2436,1011,2165,361,906,683,945,489,1475,590,327,148,535,701,5,103,20,12,17.21,9.78,8,8,13,3,4,6,2371,2133,849,1877,190,570,483,699,400,1248,471,265,162,483,648
6,289,22,11,16.24,9.11,10,6,13,2,5,5,2535,2287,932,1957,145,366,526,696,368,1156,553,259,123,424,554,3,105,26,5,13.3,4.37,12,2,14,0,6,3,2454,2159,856,1702,153,403,589,797,368,1191,486,169,106,416,536
7,312,24,11,11.76,7.62,8,8,11,3,6,5,2501,2356,868,1930,319,885,446,601,340,1065,578,280,130,412,530,2,308,27,6,20.24,10.27,13,3,16,0,8,4,2801,2441,965,1966,251,629,620,906,465,1315,531,284,118,484,640
4,149,33,5,22.57,6.18,14,2,15,2,10,1,3066,2436,1011,2165,361,906,683,945,489,1475,590,327,148,535,701,1,310,29,6,19.77,7.66,14,4,15,0,6,5,3026,2596,1102,2271,257,670,565,771,523,1305,660,288,87,499,718
7,312,24,11,11.76,7.62,8,8,11,3,6,5,2501,2356,868,1930,319,885,446,601,340,1065,578,280,130,412,530,6,289,22,11,16.24,9.11,10,6,13,2,5,5,2535,2287,932,1957,145,366,526,696,368,1156,553,259,123,424,554
4,149,33,5,22.57,6.18,14,2,15,2,10,1,3066,2436,1011,2165,361,906,683,945,489,1475,590,327,148,535,701,7,312,24,11,11.76,7.62,8,8,11,3,6,5,2501,2356,868,1930,319,885,446,601,340,1065,578,280,130,412,530
1,77,27,6,23.01,10.04,11,5,14,1,5,4,2581,2153,853,1915,290,763,585,821,432,1261,421,287,220,454,612,16,70,19,14,-6.68,-6.89,14,4,9,1,6,11,2043,2036,667,1585,213,622,496,668,334,911,351,264,92,461,538
9,172,23,11,12.55,6.05,9,7,11,2,5,5,2466,2245,870,1958,199,590,527,792,492,1389,475,232,114,503,532,8,270,18,13,9.1,8.13,11,7,10,2,5,5,2173,2134,774,1778,124,363,501,680,380,1112,373,207,86,428,559
5,167,26,7,20.47,7.41,13,3,14,1,6,4,2590,2159,914,1875,219,615,543,699,397,1198,565,258,87,451,640,12,215,28,6,5.97,-2.59,15,3,14,1,11,4,2430,2079,869,1958,210,624,482,690,409,1239,552,329,151,416,597
13,301,25,7,7.8,-1.95,16,2,13,0,10,6,2299,1987,805,1852,269,751,420,582,397,1208,493,216,55,380,506,4,274,27,7,15.95,6.83,11,5,16,2,6,3,2548,2197,946,1956,156,499,500,750,470,1291,525,276,157,465,539
6,298,29,6,14.01,4.54,13,1,16,0,7,3,2379,2005,837,1628,155,473,550,769,374,1194,516,211,94,503,506,11,284,27,8,9.61,0.91,14,4,16,2,7,4,2616,2278,901,1955,208,571,606,765,386,1197,579,255,104,426,581
3,214,25,8,19.96,8.84,12,4,14,1,6,3,2480,2088,908,1907,214,576,450,652,428,1172,511,291,135,449,607,14,193,20,10,3.12,-3.08,13,5,13,0,5,9,2537,2351,833,1915,270,753,601,791,471,1222,473,206,98,387,568
7,53,25,8,17.64,6.74,12,4,15,2,7,3,2505,2130,839,1923,221,634,606,878,471,1355,493,179,225,435,586,10,126,21,12,14.97,9.34,7,9,13,3,3,6,2407,2221,841,1831,210,558,515,745,371,1196,501,247,174,476,618
