winnerSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls,loserSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls
4,150,27,9,17.54,8.77,14,2,14,2,7,4,2633,2299,972,2092,147,454,542,786,496,1447,547,298,236,555,567,12,289,22,9,13.19,4.77,10,6,16,2,4,5,2130,1869,725,1627,203,563,477,702,325,993,509,266,94,416,668
6,321,22,11,14.51,8.54,11,5,13,2,5,4,2334,2093,835,1875,337,967,327,439,258,915,576,266,93,287,419,14,214,26,8,4.01,-1.38,15,1,14,0,10,6,2573,2365,914,1981,226,616,519,779,458,1224,589,312,113,535,698
2,298,30,7,21.89,6.99,13,3,16,1,7,3,2781,2230,983,2132,269,722,546,751,518,1498,549,296,186,498,561,10,203,22,10,12.7,5.63,10,6,15,3,5,5,2383,2157,793,1704,288,777,509,678,284,1050,500,233,150,434,565
4,150,27,9,17.54,8.77,14,2,14,2,7,4,2633,2299,972,2092,147,454,542,786,496,1447,547,298,236,555,567,1,78,32,4,21.77,8.77,14,2,14,1,8,2,2921,2453,979,2011,274,709,689,905,350,1204,546,337,202,496,621
2,298,30,7,21.89,6.99,13,3,16,1,7,3,2781,2230,983,2132,269,722,546,751,518,1498,549,296,186,498,561,6,321,22,11,14.51,8.54,11,5,13,2,5,4,2334,2093,835,1875,337,967,327,439,258,915,576,266,93,287,419
4,150,27,9,17.54,8.77,14,2,14,2,7,4,2633,2299,972,2092,147,454,542,786,496,1447,547,298,236,555,567,2,298,30,7,21.89,6.99,13,3,16,1,7,3,2781,2230,983,2132,269,722,546,751,518,1498,549,296,186,498,561
1,166,33,4,18.81,4.24,13,1,19,1,10,1,2961,2422,1034,2291,277,783,616,903,568,1528,566,361,235,575,757,16,223,21,12,3.23,-2.35,13,3,10,2,6,8,2472,2248,866,1883,218,560,522,736,435,1215,528,220,140,472,583
9,33,27,5,7.29,-2.29,14,0,14,1,11,3,2114,1785,726,1560,196,503,466,670,308,1032,457,279,55,474,561,8,16,22,10,15.01,6.17,10,6,15,1,3,5,2359,2076,841,1837,179,533,498,720,390,1118,495,266,194,428,541
5,230,25,8,16.37,7.01,10,6,16,1,5,5,2391,2082,840,1842,206,585,505,729,422,1281,541,203,128,452,565,12,137,25,9,6.27,0.0,15,3,12,2,8,5,2458,2239,844,1887,237,660,533,745,377,1130,452,265,82,451,682
13,30,22,11,11.78,5.38,11,7,13,1,5,8,2359,2148,848,1933,185,551,478,666,419,1241,533,294,151,497,614,4,135,25,8,20.02,7.6,13,3,14,2,6,2,2480,2024,912,1923,205,539,451,671,433,1305,589,323,185,516,599
6,124,19,12,12.1,7.36,9,7,10,3,5,7,2231,2084,797,1730,276,699,361,523,319,1053,466,196,72,446,574,11,254,24,9,9.81,3.65,13,3,13,2,7,5,2456,2223,839,1823,220,556,558,767,430,1176,432,251,101,498,545
3,106,29,4,12.32,5.02,14,0,17,0,8,2,2643,2402,897,1879,182,500,667,853,411,1239,459,234,94,434,625,14,333,21,11,10.11,1.99,8,8,15,4,5,5,2290,2030,778,1685,218,588,516,713,338,1121,502,199,152,410,568
10,6,18,13,10.79,8.08,10,6,14,4,3,7,2178,2094,758,1662,174,505,488,689,389,1135,379,195,152,421,433,7,159,20,11,11.33,8.16,10,6,14,2,3,7,2325,2150,830,1823,263,663,402,549,377,1112,482,233,94,458,597
2,304,32,7,17.34,8.27,14,4,14,3,8,2,2642,2288,939,1987,236,682,528,764,429,1303,541,224,111,562,649,15,22,20,11,-3.53,-6.72,15,5,10,2,7,8,2499,2356,897,1819,261,692,444,643,364,1099,518,240,110,503,612
1,166,33,4,18.81,4.24,13,1,19,1,10,1,2961,2422,1034,2291,277,783,616,903,568,1528,566,361,235,575,757,9,33,27,5,7.29,-2.29,14,0,14,1,11,3,2114,1785,726,1560,196,503,466,670,308,1032,457,279,55,474,561
13,30,22,11,11.78,5.38,11,7,13,1,5,8,2359,2148,848,1933,185,551,478,666,419,1241,533,294,151,497,614,5,230,25,8,16.37,7.01,10,6,16,1,5,5,2391,2082,840,1842,206,585,505,729,422,1281,541,203,128,452,565
3,106,29,4,12.32,5.02,14,0,17,0,8,2,2643,2402,897,1879,182,500,667,853,411,1239,459,234,94,434,625,6,124,19,12,12.1,7.36,9,7,10,3,5,7,2231,2084,797,1730,276,699,361,523,319,1053,466,196,72,446,574
2,304,32,7,17.34,8.27,14,4,14,3,8,2,2642,2288,939,1987,236,682,528,764,429,1303,541,224,111,562,649,10,6,18,13,10.79,8.08,10,6,14,4,3,7,2178,2094,758,1662,174,505,488,689,389,1135,379,195,152,421,433
1,166,33,4,18.81,4.24,13,1,19,1,10,1,2961,2422,1034,2291,277,783,616,903,568,1528,566,361,235,575,757,13,30,22,11,11.78,5.38,11,7,13,1,5,8,2359,2148,848,1933,185,551,478,666,419,1241,533,294,151,497,614
2,304,32,7,17.34,8.27,14,4,14,3,8,2,2642,2288,939,1987,236,682,528,764,429,1303,541,224,111,562,649,3,106,29,4,12.32,5.02,14,0,17,0,8,2,2643,2402,897,1879,182,500,667,853,411,1239,459,234,94,434,625
2,304,32,7,17.34,8.27,14,4,14,3,8,2,2642,2288,939,1987,236,682,528,764,429,1303,541,224,111,562,649,1,166,33,4,18.81,4.24,13,1,19,1,10,1,2961,2422,1034,2291,277,783,616,903,568,1528,566,361,235,575,757
1,64,30,4,21.22,6.57,14,2,16,0,8,2,2781,2283,988,2088,188,514,617,874,533,1488,541,225,298,489,531,16,7,21,11,-0.44,-4.25,13,3,10,3,8,7,2194,2065,743,1660,223,589,485,682,349,1077,403,209,81,451,606
8,138,22,13,13.12,8.88,9,7,10,5,5,4,2477,2316,903,2020,265,758,406,601,449,1265,495,206,106,464,595,9,4,24,7,9.64,1.57,12,2,14,1,7,5,2306,2035,822,1816,222,647,440,680,337,971,482,337,111,395,560
5,319,26,7,18.08,5.96,13,5,17,2,6,3,2706,2306,982,2087,220,602,522,697,475,1232,529,273,114,486,634,12,305,23,9,7.76,1.79,11,5,14,2,7,6,2307,2070,853,1714,232,579,369,511,304,1080,552,165,91,421,492
4,122,26,7,17.2,6.29,11,5,15,1,5,4,2311,1937,848,1853,241,668,374,582,403,1179,500,203,79,406,584,13,1,24,7,10.2,2.49,12,4,16,0,6,5,1990,1695,683,1413,276,684,348,467,204,763,445,249,67,335,472
11,99,27,8,12.11,2.77,15,3,12,1,8,5,2429,2102,897,1863,206,579,429,646,352,1221,507,249,123,449,529,6,170,22,12,12.24,7.27,8,8,12,2,4,7,2520,2334,896,1879,204,540,524,681,373,1212,567,214,101,478,627
3,205,23,8,18.48,7.77,12,4,14,5,8,2,2460,2128,863,1809,215,573,519,733,432,1237,552,242,127,512,531,14,187,24,7,4.16,-5.07,17,3,14,1,8,4,2203,1901,808,1795,230,652,357,548,410,1141,485,250,147,387,568
7,326,26,9,11.45,4.72,14,4,14,2,8,3,2422,2165,839,1903,237,648,507,700,425,1317,522,183,64,449,547,10,260,18,12,6.78,6.11,9,7,13,4,5,6,2033,2013,692,1690,174,520,475,637,375,1105,373,206,81,403,569
2,287,22,8,14.73,7.76,12,4,13,2,7,3,2413,2204,859,1852,264,683,431,615,352,1005,509,301,98,386,542,15,328,23,8,6.28,-4.93,13,3,15,1,7,6,2276,1897,778,1735,238,658,482,697,402,1127,490,298,102,439,530
1,64,30,4,21.22,6.57,14,2,16,0,8,2,2781,2283,988,2088,188,514,617,874,533,1488,541,225,298,489,531,8,138,22,13,13.12,8.88,9,7,10,5,5,4,2477,2316,903,2020,265,758,406,601,449,1265,495,206,106,464,595
5,319,26,7,18.08,5.96,13,5,17,2,6,3,2706,2306,982,2087,220,602,522,697,475,1232,529,273,114,486,634,4,122,26,7,17.2,6.29,11,5,15,1,5,4,2311,1937,848,1853,241,668,374,582,403,1179,500,203,79,406,584
11,99,27,8,12.11,2.77,15,3,12,1,8,5,2429,2102,897,1863,206,579,429,646,352,1221,507,249,123,449,529,3,205,23,8,18.48,7.77,12,4,14,5,8,2,2460,2128,863,1809,215,573,519,733,432,1237,552,242,127,512,531
7,326,26,9,11.45,4.72,14,4,14,2,8,3,2422,2165,839,1903,237,648,507,700,425,1317,522,183,64,449,547,2,287,22,8,14.73,7.76,12,4,13,2,7,3,2413,2204,859,1852,264,683,431,615,352,1005,509,301,98,386,542
1,64,30,4,21.22,6.57,14,2,16,0,8,2,2781,2283,988,2088,188,514,617,874,533,1488,541,225,298,489,531,5,319,26,7,18.08,5.96,13,5,17,2,6,3,2706,2306,982,2087,220,602,522,697,475,1232,529,273,114,486,634
11,99,27,8,12.11,2.77,15,3,12,1,8,5,2429,2102,897,1863,206,579,429,646,352,1221,507,249,123,449,529,7,326,26,9,11.45,4.72,14,4,14,2,8,3,2422,2165,839,1903,237,648,507,700,425,1317,522,183,64,449,547
11,99,27,8,12.11,2.77,15,3,12,1,8,5,2429,2102,897,1863,206,579,429,646,352,1221,507,249,123,449,529,1,64,30,4,21.22,6.57,14,2,16,0,8,2,2781,2283,988,2088,188,514,617,874,533,1488,541,225,298,489,531
3,94,33,6,20.21,5.49,10,6,16,2,6,4,3052,2478,1061,2120,289,738,641,862,421,1402,650,297,207,561,623,11,99,27,8,12.11,2.77,15,3,12,1,8,5,2429,2102,897,1863,206,579,429,646,352,1221,507,249,123,449,529
2,304,32,7,17.34,8.27,14,4,14,3,8,2,2642,2288,939,1987,236,682,528,764,429,1303,541,224,111,562,649,4,150,27,9,17.54,8.77,14,2,14,2,7,4,2633,2299,972,2092,147,454,542,786,496,1447,547,298,236,555,567
3,94,33,6,20.21,5.49,10,6,16,2,6,4,3052,2478,1061,2120,289,738,641,862,421,1402,650,297,207,561,623,2,304,32,7,17.34,8.27,14,4,14,3,8,2,2642,2288,939,1987,236,682,528,764,429,1303,541,224,111,562,649
