winnerSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls,loserSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls
1,127,29,7,24.9,8.38,14,4,17,2,7,2,2831,2236,951,1971,257,637,672,904,439,1270,514,256,130,469,598,16,136,21,15,-1.73,-2.28,11,7,10,4,4,9,2346,2326,818,1941,211,628,499,714,365,1064,423,272,166,401,620
9,295,24,10,9.52,5.2,11,5,14,3,8,4,2456,2309,851,1986,243,740,511,707,381,1057,497,267,126,366,558,8,208,24,11,14.32,7.17,11,7,16,1,3,7,2708,2458,985,1987,184,471,554,813,396,1186,511,227,147,433,544
12,44,21,12,10.65,7.77,12,6,11,5,6,5,2218,2123,833,1875,134,443,418,585,361,1134,468,192,154,417,549,5,194,25,10,12.92,5.71,10,6,17,2,6,6,2498,2206,872,2002,227,689,525,747,418,1281,562,253,203,487,593
4,294,30,10,20.3,8.57,11,7,17,2,5,5,2816,2347,1007,2293,233,696,569,843,560,1380,562,360,248,495,637,13,186,25,7,-1.11,-4.21,19,1,15,1,10,4,2238,2096,760,1635,219,589,499,651,248,905,405,187,100,391,543
6,35,27,9,10.99,6.08,11,5,14,2,7,4,2495,2299,869,1931,239,688,518,744,419,1213,465,206,94,474,644,11,33,28,6,6.95,-1.96,12,2,14,1,12,4,2277,1966,818,1807,157,438,484,652,308,1142,455,118,139,321,498
3,162,26,9,14.04,8.58,14,4,16,0,5,6,2382,2191,842,1844,147,497,551,755,418,1116,483,231,123,471,590,14,70,26,8,7.27,-3.45,17,1,12,1,9,4,2490,2110,837,1813,256,694,560,704,306,1048,473,189,101,371,601
7,125,23,13,13.23,10.08,8,10,12,4,6,6,2465,2332,858,2084,280,873,469,646,427,1098,365,245,142,411,648,10,63,21,12,11.95,7.95,10,8,12,3,5,7,2230,2098,775,1788,178,517,502,732,378,1128,328,230,105,439,525
2,171,29,7,16.99,7.88,15,3,14,1,10,3,2509,2181,895,1968,254,701,465,680,357,1179,408,223,159,377,525,15,233,22,13,1.96,1.05,13,5,13,2,4,9,2344,2238,824,1839,225,590,471,684,333,1037,510,194,46,390,621
1,127,29,7,24.9,8.38,14,4,17,2,7,2,2831,2236,951,1971,257,637,672,904,439,1270,514,256,130,469,598,9,295,24,10,9.52,5.2,11,5,14,3,8,4,2456,2309,851,1986,243,740,511,707,381,1057,497,267,126,366,558
4,294,30,10,20.3,8.57,11,7,17,2,5,5,2816,2347,1007,2293,233,696,569,843,560,1380,562,360,248,495,637,12,44,21,12,10.65,7.77,12,6,11,5,6,5,2218,2123,833,1875,134,443,418,585,361,1134,468,192,154,417,549
3,162,26,9,14.04,8.58,14,4,16,0,5,6,2382,2191,842,1844,147,497,551,755,418,1116,483,231,123,471,590,6,35,27,9,10.99,6.08,11,5,14,2,7,4,2495,2299,869,1931,239,688,518,744,419,1213,465,206,94,474,644
2,171,29,7,16.99,7.88,15,3,14,1,10,3,2509,2181,895,1968,254,701,465,680,357,1179,408,223,159,377,525,7,125,23,13,13.23,10.08,8,10,12,4,6,6,2465,2332,858,2084,280,873,469,646,427,1098,365,245,142,411,648
4,294,30,10,20.3,8.57,11,7,17,2,5,5,2816,2347,1007,2293,233,696,569,843,560,1380,562,360,248,495,637,1,127,29,7,24.9,8.38,14,4,17,2,7,2,2831,2236,951,1971,257,637,672,904,439,1270,514,256,130,469,598
3,162,26,9,14.04,8.58,14,4,16,0,5,6,2382,2191,842,1844,147,497,551,755,418,1116,483,231,123,471,590,2,171,29,7,16.99,7.88,15,3,14,1,10,3,2509,2181,895,1968,254,701,465,680,357,1179,408,223,159,377,525
4,294,30,10,20.3,8.57,11,7,17,2,5,5,2816,2347,1007,2293,233,696,569,843,560,1380,562,360,248,495,637,3,162,26,9,14.04,8.58,14,4,16,0,5,6,2382,2191,842,1844,147,497,551,755,418,1116,483,231,123,471,590
1,155,35,5,24.81,9.13,14,4,15,1,8,3,2978,2351,1048,2300,230,691,652,920,531,1385,584,430,168,495,727,16,205,20,17,-6.94,-6.3,8,8,9,3,5,12,2299,2291,776,1927,215,707,532,809,387,1166,405,261,165,564,716
8,62,26,9,13.65,5.89,11,5,16,1,6,6,2553,2229,881,1961,180,532,611,855,493,1297,445,162,74,389,600,9,183,23,11,15.41,6.0,11,7,17,0,2,8,2588,2268,924,2015,215,635,525,706,454,1266,472,229,119,442,567
12,232,28,9,13.82,5.77,12,6,17,2,6,5,2650,2352,944,2110,192,577,570,809,451,1285,484,314,146,555,651,5,227,24,9,15.57,6.73,13,5,15,2,5,5,2371,2079,814,1854,183,580,560,751,354,1110,398,248,155,411,598
4,257,28,7,14.33,4.28,13,3,17,2,6,3,2388,2036,808,1812,210,617,562,798,306,1032,453,267,109,383,603,13,197,24,11,5.11,0.7,14,4,15,1,6,8,2355,2175,832,1828,137,438,554,845,429,1235,401,198,193,506,525
6,169,31,5,12.26,2.7,16,0,17,1,9,1,2681,2337,976,2071,220,592,509,771,438,1243,605,321,231,523,651,11,258,28,7,14.51,3.31,14,2,16,1,9,2,2610,2203,910,1939,273,728,517,713,422,1199,502,214,98,416,612
3,173,27,9,18.64,10.55,13,5,17,1,6,5,2448,2129,882,1921,177,523,507,710,421,1241,474,289,140,489,579,14,320,26,8,7.15,-1.13,13,3,15,2,10,5,2420,2119,823,1699,253,680,521,713,303,1008,467,232,114,486,586
7,68,28,8,16.44,5.16,13,5,15,2,7,5,2680,2274,942,1882,307,742,489,644,300,1172,609,174,92,443,588,10,55,22,12,14.46,6.93,9,9,13,5,4,5,2262,2006,791,1963,230,729,450,696,488,1219,415,240,208,432,605
2,79,30,6,21.43,9.54,14,4,16,0,5,4,2778,2350,960,2033,270,676,588,796,337,1119,515,232,135,383,645,15,7,24,11,-0.87,-4.53,9,7,11,4,11,5,2251,2123,761,1748,213,575,516,700,345,1022,394,192,71,468,564
1,155,35,5,24.81,9.13,14,4,15,1,8,3,2978,2351,1048,2300,230,691,652,920,531,1385,584,430,168,495,727,8,62,26,9,13.65,5.89,11,5,16,1,6,6,2553,2229,881,1961,180,532,611,855,493,1297,445,162,74,389,600
12,232,28,9,13.82,5.77,12,6,17,2,6,5,2650,2352,944,2110,192,577,570,809,451,1285,484,314,146,555,651,4,257,28,7,14.33,4.28,13,3,17,2,6,3,2388,2036,808,1812,210,617,562,798,306,1032,453,267,109,383,603
3,173,27,9,18.64,10.55,13,5,17,1,6,5,2448,2129,882,1921,177,523,507,710,421,1241,474,289,140,489,579,6,169,31,5,12.26,2.7,16,0,17,1,9,1,2681,2337,976,2071,220,592,509,771,438,1243,605,321,231,523,651
2,79,30,6,21.43,9.54,14,4,16,0,5,4,2778,2350,960,2033,270,676,588,796,337,1119,515,232,135,383,645,7,68,28,8,16.44,5.16,13,5,15,2,7,5,2680,2274,942,1882,307,742,489,644,300,1172,609,174,92,443,588
1,155,35,5,24.81,9.13,14,4,15,1,8,3,2978,2351,1048,2300,230,691,652,920,531,1385,584,430,168,495,727,12,232,28,9,13.82,5.77,12,6,17,2,6,5,2650,2352,944,2110,192,577,570,809,451,1285,484,314,146,555,651
2,79,30,6,21.43,9.54,14,4,16,0,5,4,2778,2350,960,2033,270,676,588,796,337,1119,515,232,135,383,645,3,173,27,9,18.64,10.55,13,5,17,1,6,5,2448,2129,882,1921,177,523,507,710,421,1241,474,289,140,489,579
