winnerSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls,loserSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls
11,303,24,13,17.34,7.84,11,7,14,3,4,7,2672,2283,927,2048,205,631,613,852,501,1424,472,192,172,388,617,14,174,27,9,5.33,-3.42,14,4,17,1,9,7,2836,2410,982,2061,290,756,582,791,407,1338,586,211,147,420,665
2,178,28,9,18.52,9.65,15,3,13,2,7,4,2736,2408,945,1982,319,794,527,691,316,1160,525,191,88,336,527,7,314,24,11,12.67,9.15,11,7,16,2,4,6,2598,2475,905,2095,178,545,610,909,528,1449,452,199,206,426,669
8,144,29,11,18.07,9.9,12,6,16,2,5,5,2992,2665,1004,2213,203,611,781,1146,562,1607,446,189,236,469,732,4,158,31,6,24.69,4.8,15,3,16,2,9,2,2998,2262,1051,2232,288,783,608,920,503,1396,568,370,173,391,723
2,178,28,9,18.52,9.65,15,3,13,2,7,4,2736,2408,945,1982,319,794,527,691,316,1160,525,191,88,336,527,11,303,24,13,17.34,7.84,11,7,14,3,4,7,2672,2283,927,2048,205,631,613,852,501,1424,472,192,172,388,617
8,144,29,11,18.07,9.9,12,6,16,2,5,5,2992,2665,1004,2213,203,611,781,1146,562,1607,446,189,236,469,732,2,178,28,9,18.52,9.65,15,3,13,2,7,4,2736,2408,945,1982,319,794,527,691,316,1160,525,191,88,336,527
1,97,36,3,20.69,8.54,18,0,17,0,10,2,2727,2253,945,2056,255,711,582,871,437,1385,509,274,118,418,611,16,8,19,15,-3.31,-5.22,9,7,10,3,7,11,2239,2174,765,1733,163,453,546,728,343,1175,376,184,101,428,580
9,241,26,10,17.46,7.54,11,7,13,5,7,2,2586,2229,895,1944,183,522,613,861,432,1291,563,254,107,373,620,8,64,23,12,10.8,8.8,10,8,16,2,5,6,2457,2387,814,1871,181,569,648,903,401,1305,397,207,115,466,576
12,295,32,3,4.82,-6.76,18,0,15,0,14,2,2661,2219,922,1992,248,718,569,800,451,1186,574,257,104,393,730,5,328,26,9,14.55,4.78,12,4,15,0,6,5,2624,2282,922,2196,260,744,520,772,479,1317,459,391,150,423,686
4,320,28,9,18.4,7.62,12,6,16,2,5,5,3003,2604,1073,2196,229,603,628,839,368,1308,636,341,111,379,652,13,319,21,13,6.23,1.17,13,3,11,3,6,7,2471,2299,835,1899,197,603,604,894,368,1231,427,232,127,394,725
11,72,26,11,10.55,5.34,10,6,13,4,7,4,2671,2478,935,2018,243,644,558,819,414,1289,485,222,96,442,736,6,229,25,10,17.84,8.12,10,8,17,3,5,5,2432,2092,843,1875,200,617,546,793,346,1187,421,270,157,394,577
3,298,28,6,16.05,7.25,14,4,16,2,8,2,2311,2012,819,1873,167,505,506,715,446,1200,402,271,171,306,546,14,341,23,10,1.73,-1.45,14,4,13,2,6,7,2373,2235,779,1684,195,593,620,856,323,1143,376,194,111,464,602
10,294,23,13,13.42,9.0,10,8,12,4,6,5,2616,2457,896,1950,208,571,616,877,347,1257,415,191,154,409,655,7,202,27,7,12.72,4.84,15,3,13,2,8,2,2516,2248,847,1851,197,593,625,863,360,1296,522,162,172,361,577
2,141,25,10,20.25,11.4,14,4,14,1,5,6,2764,2454,955,1937,189,556,665,935,416,1336,523,204,196,463,732,15,85,24,10,0.6,-4.34,11,5,12,2,8,6,2677,2411,881,1810,315,807,600,798,243,884,498,299,67,359,707
1,97,36,3,20.69,8.54,18,0,17,0,10,2,2727,2253,945,2056,255,711,582,871,437,1385,509,274,118,418,611,9,241,26,10,17.46,7.54,11,7,13,5,7,2,2586,2229,895,1944,183,522,613,861,432,1291,563,254,107,373,620
4,320,28,9,18.4,7.62,12,6,16,2,5,5,3003,2604,1073,2196,229,603,628,839,368,1308,636,341,111,379,652,12,295,32,3,4.82,-6.76,18,0,15,0,14,2,2661,2219,922,1992,248,718,569,800,451,1186,574,257,104,393,730
11,72,26,11,10.55,5.34,10,6,13,4,7,4,2671,2478,935,2018,243,644,558,819,414,1289,485,222,96,442,736,3,298,28,6,16.05,7.25,14,4,16,2,8,2,2311,2012,819,1873,167,505,506,715,446,1200,402,271,171,306,546
10,294,23,13,13.42,9.0,10,8,12,4,6,5,2616,2457,896,1950,208,571,616,877,347,1257,415,191,154,409,655,2,141,25,10,20.25,11.4,14,4,14,1,5,6,2764,2454,955,1937,189,556,665,935,416,1336,523,204,196,463,732
1,97,36,3,20.69,8.54,18,0,17,0,10,2,2727,2253,945,2056,255,711,582,871,437,1385,509,274,118,418,611,4,320,28,9,18.4,7.62,12,6,16,2,5,5,3003,2604,1073,2196,229,603,628,839,368,1308,636,341,111,379,652
11,72,26,11,10.55,5.34,10,6,13,4,7,4,2671,2478,935,2018,243,644,558,819,414,1289,485,222,96,442,736,10,294,23,13,13.42,9.0,10,8,12,4,6,5,2616,2457,896,1950,208,571,616,877,347,1257,415,191,154,409,655
1,97,36,3,20.69,8.54,18,0,17,0,10,2,2727,2253,945,2056,255,711,582,871,437,1385,509,274,118,418,611,11,72,26,11,10.55,5.34,10,6,13,4,7,4,2671,2478,935,2018,243,644,558,819,414,1289,485,222,96,442,736
1,331,30,7,18.38,7.86,16,2,15,2,7,4,2449,2060,855,1884,206,559,533,792,379,1312,484,193,150,362,594,16,60,21,13,-5.21,-6.31,11,5,14,5,6,7,2458,2326,861,1969,212,628,524,758,434,1336,362,216,96,473,668
8,173,24,10,13.02,7.14,12,6,15,2,5,5,2614,2397,958,2009,182,552,516,801,427,1268,591,294,159,449,612,9,103,24,9,10.6,4.42,11,5,14,1,6,5,2415,2211,839,1812,187,514,550,845,394,1229,461,235,135,428,595
12,115,27,5,10.79,-0.47,13,1,11,1,11,3,2343,1952,786,1691,184,478,587,811,335,1092,449,243,155,365,566,5,56,27,7,15.26,5.28,15,3,18,1,7,3,2325,1986,805,1893,196,585,519,733,457,1224,425,268,188,377,596
4,177,29,9,19.35,9.38,12,6,12,4,7,3,2870,2491,1024,2159,307,783,515,728,395,1400,637,259,174,430,721,13,74,25,10,2.73,-1.1,14,2,10,2,11,7,2782,2648,936,2108,252,727,658,925,385,1264,377,208,123,334,660
6,214,24,10,15.24,8.42,13,5,15,3,6,5,2604,2372,953,2057,146,434,552,882,483,1350,523,249,161,406,690,11,247,23,12,11.37,7.85,10,8,13,3,5,6,2566,2443,849,1984,218,628,650,831,432,1278,476,194,173,406,603
3,132,28,8,18.52,9.88,11,7,15,1,4,6,2989,2678,1062,2239,301,840,564,814,375,1387,663,214,106,380,623,14,210,28,6,3.97,-8.03,16,1,14,0,11,5,2513,2023,847,1832,184,545,635,872,403,1197,500,262,137,389,660
7,66,32,8,17.23,8.63,12,6,14,3,6,4,2873,2529,971,2163,287,741,644,829,387,1389,488,281,230,457,719,10,260,24,10,9.05,5.08,11,5,11,4,8,4,2433,2298,840,1789,250,660,503,780,319,1218,476,151,154,409,544
2,327,29,5,18.97,7.5,16,2,15,1,10,2,2651,2261,870,1907,304,855,607,848,379,1263,523,236,141,406,672,15,180,21,14,-1.53,-0.44,7,9,7,6,10,6,2465,2469,808,1888,245,754,604,823,343,1182,476,200,85,469,630
1,331,30,7,18.38,7.86,16,2,15,2,7,4,2449,2060,855,1884,206,559,533,792,379,1312,484,193,150,362,594,8,173,24,10,13.02,7.14,12,6,15,2,5,5,2614,2397,958,2009,182,552,516,801,427,1268,591,294,159,449,612
4,177,29,9,19.35,9.38,12,6,12,4,7,3,2870,2491,1024,2159,307,783,515,728,395,1400,637,259,174,430,721,12,115,27,5,10.79,-0.47,13,1,11,1,11,3,2343,1952,786,1691,184,478,587,811,335,1092,449,243,155,365,566
3,132,28,8,18.52,9.88,11,7,15,1,4,6,2989,2678,1062,2239,301,840,564,814,375,1387,663,214,106,380,623,6,214,24,10,15.24,8.42,13,5,15,3,6,5,2604,2372,953,2057,146,434,552,882,483,1350,523,249,161,406,690
7,66,32,8,17.23,8.63,12,6,14,3,6,4,2873,2529,971,2163,287,741,644,829,387,1389,488,281,230,457,719,2,327,29,5,18.97,7.5,16,2,15,1,10,2,2651,2261,870,1907,304,855,607,848,379,1263,523,236,141,406,672
4,177,29,9,19.35,9.38,12,6,12,4,7,3,2870,2491,1024,2159,307,783,515,728,395,1400,637,259,174,430,721,1,331,30,7,18.38,7.86,16,2,15,2,7,4,2449,2060,855,1884,206,559,533,792,379,1312,484,193,150,362,594
7,66,32,8,17.23,8.63,12,6,14,3,6,4,2873,2529,971,2163,287,741,644,829,387,1389,488,281,230,457,719,3,132,28,8,18.52,9.88,11,7,15,1,4,6,2989,2678,1062,2239,301,840,564,814,375,1387,663,214,106,380,623
7,66,32,8,17.23,8.63,12,6,14,3,6,4,2873,2529,971,2163,287,741,644,829,387,1389,488,281,230,457,719,4,177,29,9,19.35,9.38,12,6,12,4,7,3,2870,2491,1024,2159,307,783,515,728,395,1400,637,259,174,430,721
1,13,33,5,23.36,9.04,15,3,18,0,8,3,2769,2225,996,2123,204,561,573,870,465,1449,574,223,173,387,630,16,336,19,12,-0.92,-4.23,14,6,13,2,5,9,2254,2061,732,1541,222,566,568,767,265,1065,407,131,123,382,558
8,109,29,7,15.56,5.36,15,3,15,0,8,4,2761,2372,972,1963,255,643,562,793,343,1291,525,235,142,419,659,9,231,21,13,19.02,8.34,8,10,13,3,3,7,2728,2365,898,1941,239,656,693,964,332,1203,463,260,160,356,680
12,215,26,7,6.31,-0.02,12,2,12,1,10,5,2492,2164,888,1759,176,483,540,719,307,1081,382,206,145,325,588,5,232,23,10,14.91,8.97,12,6,14,3,5,4,2704,2508,909,2034,285,752,601,802,398,1242,483,224,108,376,625
4,266,31,5,14.95,4.86,16,2,15,1,9,2,2530,2052,873,2009,186,519,598,902,470,1364,356,274,183,355,600,13,201,26,10,6.16,-2.58,12,4,14,1,8,7,2771,2415,936,1918,194,523,705,1027,428,1346,474,169,224,457,614
6,22,26,12,15.8,10.11,9,9,13,4,5,5,2843,2577,959,2108,280,725,645,949,525,1456,563,197,202,440,648,11,197,19,13,10.13,8.5,11,7,15,1,3,8,2137,2085,719,1684,188,564,511,713,278,1059,304,222,99,349,660
3,69,27,8,18.03,7.17,14,4,16,0,7,4,2756,2376,957,1927,356,859,486,654,293,1192,614,139,49,342,618,14,154,23,12,2.91,-0.28,11,7,13,2,6,9,2835,2633,988,2127,246,670,613,913,464,1329,472,250,144,459,734
7,236,24,10,15.75,8.05,10,8,15,3,5,5,2783,2521,928,1977,259,666,668,865,356,1159,492,263,113,389,725,10,31,23,12,11.63,5.72,13,5,14,1,5,7,2931,2706,1012,2186,177,499,730,1055,463,1432,544,251,103,395,690
2,345,30,8,19.69,10.19,12,6,14,3,8,3,2793,2432,927,2019,297,790,642,861,337,1266,468,183,127,307,574,15,10,20,13,0.69,-3.25,13,5,11,3,9,9,2081,1951,748,1527,207,546,378,535,232,986,492,198,110,464,567
1,13,33,5,23.36,9.04,15,3,18,0,8,3,2769,2225,996,2123,204,561,573,870,465,1449,574,223,173,387,630,8,109,29,7,15.56,5.36,15,3,15,0,8,4,2761,2372,972,1963,255,643,562,793,343,1291,525,235,142,419,659
4,266,31,5,14.95,4.86,16,2,15,1,9,2,2530,2052,873,2009,186,519,598,902,470,1364,356,274,183,355,600,12,215,26,7,6.31,-0.02,12,2,12,1,10,5,2492,2164,888,1759,176,483,540,719,307,1081,382,206,145,325,588
6,22,26,12,15.8,10.11,9,9,13,4,5,5,2843,2577,959,2108,280,725,645,949,525,1456,563,197,202,440,648,3,69,27,8,18.03,7.17,14,4,16,0,7,4,2756,2376,957,1927,356,859,486,654,293,1192,614,139,49,342,618
2,345,30,8,19.69,10.19,12,6,14,3,8,3,2793,2432,927,2019,297,790,642,861,337,1266,468,183,127,307,574,7,236,24,10,15.75,8.05,10,8,15,3,5,5,2783,2521,928,1977,259,666,668,865,356,1159,492,263,113,389,725
1,13,33,5,23.36,9.04,15,3,18,0,8,3,2769,2225,996,2123,204,561,573,870,465,1449,574,223,173,387,630,4,266,31,5,14.95,4.86,16,2,15,1,9,2,2530,2052,873,2009,186,519,598,902,470,1364,356,274,183,355,600
2,345,30,8,19.69,10.19,12,6,14,3,8,3,2793,2432,927,2019,297,790,642,861,337,1266,468,183,127,307,574,6,22,26,12,15.8,10.11,9,9,13,4,5,5,2843,2577,959,2108,280,725,645,949,525,1456,563,197,202,440,648
2,345,30,8,19.69,10.19,12,6,14,3,8,3,2793,2432,927,2019,297,790,642,861,337,1266,468,183,127,307,574,1,13,33,5,23.36,9.04,15,3,18,0,8,3,2769,2225,996,2123,204,561,573,870,465,1449,574,223,173,387,630
7,66,32,8,17.23,8.63,12,6,14,3,6,4,2873,2529,971,2163,287,741,644,829,387,1389,488,281,230,457,719,1,97,36,3,20.69,8.54,18,0,17,0,10,2,2727,2253,945,2056,255,711,582,871,437,1385,509,274,118,418,611
8,144,29,11,18.07,9.9,12,6,16,2,5,5,2992,2665,1004,2213,203,611,781,1146,562,1607,446,189,236,469,732,2,345,30,8,19.69,10.19,12,6,14,3,8,3,2793,2432,927,2019,297,790,642,861,337,1266,468,183,127,307,574
7,66,32,8,17.23,8.63,12,6,14,3,6,4,2873,2529,971,2163,287,741,644,829,387,1389,488,281,230,457,719,8,144,29,11,18.07,9.9,12,6,16,2,5,5,2992,2665,1004,2213,203,611,781,1146,562,1607,446,189,236,469,732
