winnerSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls,loserSeed,ID,OverallWin,OverallLoss,SimpleRanking,ScheduleStrength,ConferenceWin,ConferenceLoss,HomeWin,HomeLoss,AwayWin,AwayLoss,Points,PointsAgainst,FieldGoals,FieldGoalsAtt,3P,3PAtt,FreeThrows,FreeThrowsAtt,OffensiveReb,TotalReb,Assists,Steals,Blocks,TurnoverPct,PersonalFouls
1,81,32,6,26.9,11.98,14,4,15,2,7,2,3143,2576,841,1773,254,735,385,576,251,1057,529,158,146,390,516,16,217,19,16,-4.01,-2.07,9,7,10,3,4,9,2556,2541,807,1914,324,883,322,418,280,1041,428,208,128,386,587
9,51,24,9,13.37,5.58,13,5,15,2,5,5,2385,2128,895,2139,203,636,641,923,358,1215,503,345,105,471,763,8,330,25,8,11.96,2.87,16,2,16,1,8,4,2344,2044,802,1783,185,585,416,595,294,1115,431,202,101,439,546
12,150,29,7,5.27,-3.88,14,2,16,1,11,3,2654,2209,714,1812,197,640,494,681,399,1174,329,150,77,417,555,5,183,23,11,15.96,9.07,10,8,14,3,5,5,2628,2394,821,1914,208,635,400,539,333,1183,417,199,164,421,553
4,332,26,9,19.28,7.79,12,6,14,2,5,5,2574,2172,776,1732,222,652,522,751,239,1119,430,176,76,404,529,13,263,23,13,5.06,2.23,10,8,15,2,4,8,2399,2297,888,2021,240,741,492,697,361,1213,459,235,132,423,638
6,170,23,11,16.01,10.09,13,7,15,3,6,5,2429,2228,752,1710,180,544,393,588,313,980,372,216,86,511,716,11,23,27,6,9.12,-2.6,16,2,13,1,12,3,2868,2439,818,1860,241,626,321,440,254,1100,319,165,132,353,487
3,157,28,7,16.5,9.16,16,2,15,2,9,1,2815,2558,974,2056,321,813,445,598,342,1326,544,211,149,342,542,14,352,22,8,5.52,-1.24,10,4,11,2,8,5,2427,2202,929,2146,325,934,445,637,358,1264,486,227,152,401,627
10,182,22,14,12.52,11.27,9,11,14,3,2,9,2543,2498,849,1800,251,723,365,552,196,957,519,249,101,336,488,7,159,20,14,17.28,11.04,10,8,14,4,5,6,2536,2324,823,2026,264,756,388,585,418,1365,439,197,160,408,580
2,178,32,7,24.93,12.34,16,4,15,1,8,4,3025,2534,853,1910,199,608,524,724,338,1256,417,235,174,466,528,15,30,20,15,-0.08,-0.9,9,9,10,6,5,8,2329,2285,785,1819,259,749,433,614,290,1055,381,196,65,372,537
1,81,32,6,26.9,11.98,14,4,15,2,7,2,3143,2576,841,1773,254,735,385,576,251,1057,529,158,146,390,516,9,51,24,9,13.37,5.58,13,5,15,2,5,5,2385,2128,895,2139,203,636,641,923,358,1215,503,345,105,471,763
4,332,26,9,19.28,7.79,12,6,14,2,5,5,2574,2172,776,1732,222,652,522,751,239,1119,430,176,76,404,529,12,150,29,7,5.27,-3.88,14,2,16,1,11,3,2654,2209,714,1812,197,640,494,681,399,1174,329,150,77,417,555
3,157,28,7,16.5,9.16,16,2,15,2,9,1,2815,2558,974,2056,321,813,445,598,342,1326,544,211,149,342,542,6,170,23,11,16.01,10.09,13,7,15,3,6,5,2429,2228,752,1710,180,544,393,588,313,980,372,216,86,511,716
2,178,32,7,24.93,12.34,16,4,15,1,8,4,3025,2534,853,1910,199,608,524,724,338,1256,417,235,174,466,528,10,182,22,14,12.52,11.27,9,11,14,3,2,9,2543,2498,849,1800,251,723,365,552,196,957,519,249,101,336,488
1,81,32,6,26.9,11.98,14,4,15,2,7,2,3143,2576,841,1773,254,735,385,576,251,1057,529,158,146,390,516,4,332,26,9,19.28,7.79,12,6,14,2,5,5,2574,2172,776,1732,222,652,522,751,239,1119,430,176,76,404,529
2,178,32,7,24.93,12.34,16,4,15,1,8,4,3025,2534,853,1910,199,608,524,724,338,1256,417,235,174,466,528,3,157,28,7,16.5,9.16,16,2,15,2,9,1,2815,2558,974,2056,321,813,445,598,342,1326,544,211,149,342,542
2,178,32,7,24.93,12.34,16,4,15,1,8,4,3025,2534,853,1910,199,608,524,724,338,1256,417,235,174,466,528,1,81,32,6,26.9,11.98,14,4,15,2,7,2,3143,2576,841,1773,254,735,385,576,251,1057,529,158,146,390,516
1,110,33,4,27.79,5.01,16,0,17,0,9,1,3243,2400,922,1977,245,740,437,644,371,1281,519,190,128,450,550,16,92,21,14,-6.09,-7.24,12,6,13,4,7,9,2620,2515,903,2061,225,703,596,875,392,1151,445,309,55,445,758
9,22,20,14,13.38,9.26,10,8,13,5,5,6,2442,2302,839,1931,264,774,477,650,328,1215,494,206,85,438,623,8,300,20,14,13.73,10.09,10,8,13,6,6,4,2370,2246,710,1681,198,566,520,698,285,1039,325,199,46,423,630
12,195,28,5,8.96,-3.11,16,2,15,1,10,3,2727,2255,855,1878,372,997,417,565,330,1232,460,134,83,456,535,5,166,24,10,14.78,6.96,12,6,16,3,6,4,2629,2363,742,1784,213,620,407,645,330,1122,389,226,134,517,554
4,97,29,8,17.99,10.26,13,5,15,1,6,4,2771,2485,864,1887,273,761,507,678,304,1194,399,188,136,377,568,13,328,27,7,4.88,-4.18,14,2,16,2,11,4,2508,2143,843,1974,323,899,424,581,280,1110,442,217,61,390,541
6,35,32,4,15.56,2.62,16,2,14,0,12,3,3037,2550,690,1656,248,720,477,660,167,983,331,176,88,450,588,11,12,23,11,10.28,6.04,12,6,13,3,6,5,2638,2494,881,1997,272,799,539,757,282,1250,426,199,114,466,696
3,315,31,7,22.79,9.53,14,4,17,1,6,3,2765,2261,792,1744,296,800,424,628,303,1135,389,135,53,577,671,14,226,26,9,4.67,-2.39,13,5,17,1,7,7,2747,2410,773,1719,236,704,397,550,277,1021,392,171,135,408,523
10,98,20,16,15.42,11.22,9,9,9,6,5,6,2440,2289,822,1771,241,647,335,482,233,1009,398,171,87,380,485,7,200,29,5,16.0,2.68,15,3,15,0,9,3,2723,2270,874,1945,241,672,344,531,283,1197,430,177,140,327,511
2,179,30,7,21.82,10.55,15,5,17,1,7,4,2575,2158,901,2181,269,852,584,849,519,1425,488,223,126,557,707,15,191,26,9,1.5,-5.05,16,4,12,2,9,5,2665,2397,810,1860,180,550,370,532,389,1184,319,154,94,390,561
1,110,33,4,27.79,5.01,16,0,17,0,9,1,3243,2400,922,1977,245,740,437,644,371,1281,519,190,128,450,550,9,22,20,14,13.38,9.26,10,8,13,5,5,6,2442,2302,839,1931,264,774,477,650,328,1215,494,206,85,438,623
4,97,29,8,17.99,10.26,13,5,15,1,6,4,2771,2485,864,1887,273,761,507,678,304,1194,399,188,136,377,568,12,195,28,5,8.96,-3.11,16,2,15,1,10,3,2727,2255,855,1878,372,997,417,565,330,1232,460,134,83,456,535
