,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
52,Cincinnati NCAA,29,17,12,0.586,12.9,7.45,9,7,13,3,3,7,1954,1796,,,667,1653,0.404,197,573,0.344,423,613,0.69,366,1030,357,152,125,307,556
59,Colorado State NCAA,33,19,14,0.576,5.38,4.41,5,9,14,4,3,9,2450,2363,,1325,876,1733,0.505,137,380,0.361,561,805,0.697,374,1175,514,179,149,553,682
60,Colorado NCAA,32,20,12,0.625,12.82,8.01,9,7,14,1,3,9,2405,2251,,,869,1961,0.443,159,487,0.326,508,759,0.669,461,1351,424,196,214,447,568
62,Connecticut NCAA,33,23,10,0.697,15.84,7.63,10,6,14,2,5,6,2622,2351,,1325,964,2057,0.469,196,508,0.386,498,736,0.677,486,1407,502,192,253,507,604
65,Creighton NCAA,34,29,5,0.853,15.33,1.03,15,3,17,0,7,4,2688,2202,,1365,974,1956,0.498,270,693,0.39,470,678,0.693,373,1155,575,283,153,461,591
68,Dayton NCAA,30,24,6,0.8,11,5.17,14,2,17,1,7,4,2182,2007,,,738,1638,0.451,227,633,0.359,479,671,0.714,403,1091,452,159,88,397,529
76,Duke NCAA,33,26,7,0.788,19.86,8.38,11,5,15,0,3,6,2677,2298,,1330,897,1981,0.453,244,672,0.363,639,897,0.712,431,1206,444,286,178,462,698
79,East Tennessee State NCAA,31,20,11,0.645,-0.9,-2.94,11,5,11,2,5,8,2543,2332,,,899,1933,0.465,167,474,0.352,578,791,0.731,437,1201,448,354,156,561,590
92,Florida NCAA,33,25,8,0.758,18.54,7.76,12,4,15,1,8,3,2484,2128,,1335,883,1856,0.476,287,735,0.39,431,613,0.703,352,1149,542,249,131,438,559
104,Gonzaga NCAA,33,24,9,0.727,12.26,3.8,12,2,11,2,9,3,2558,2279,,1345,862,1843,0.468,239,635,0.376,595,822,0.724,394,1234,520,218,116,474,619
113,Holy Cross NCAA,31,26,5,0.839,5.26,-5.38,13,1,12,0,12,3,2180,1821,,,759,1643,0.462,170,469,0.362,492,695,0.708,377,1131,489,246,138,426,577
120,Illinois NCAA,32,25,7,0.781,19.82,6.76,11,5,15,0,4,6,2388,1970,,1280,859,1793,0.479,233,636,0.366,437,603,0.725,305,1133,575,227,100,418,598
122,Indiana NCAA,34,21,13,0.618,12.63,9.81,8,8,11,1,2,9,2376,2280,,1375,788,1851,0.426,254,727,0.349,546,760,0.718,387,1234,470,146,175,392,613
127,IUPUI NCAA,34,20,14,0.588,-2.43,-1.8,10,4,9,3,7,8,2423,2406,,1370,833,1855,0.449,215,626,0.343,542,774,0.7,404,1118,457,289,61,547,654
133,Kansas NCAA,38,30,8,0.789,25,10.53,14,2,15,1,7,2,3141,2541,,,1182,2393,0.494,183,546,0.335,594,906,0.656,550,1589,653,373,192,562,633
135,Kentucky NCAA,36,32,4,0.889,22.47,9.33,16,0,12,1,9,1,2782,2309,,,1026,2102,0.488,208,585,0.356,522,742,0.704,460,1324,574,281,176,501,625
145,Louisiana State NCAA,32,21,11,0.656,16.08,6.83,8,8,16,2,2,6,2326,2030,,1280,851,1767,0.482,215,571,0.377,409,633,0.646,346,1124,515,255,132,446,524
147,Louisville NCAA,32,25,7,0.781,19.81,6.84,11,5,16,2,8,3,2612,2197,,,902,1950,0.463,272,752,0.362,536,770,0.696,442,1220,529,237,148,426,725
152,Manhattan NCAA,30,23,7,0.767,5.78,-1.99,14,4,7,2,12,3,2274,2041,,1225,774,1730,0.447,166,480,0.346,560,711,0.788,342,1032,418,275,115,423,650
154,Marquette NCAA,33,27,6,0.818,16.28,7.28,14,2,15,1,7,3,2589,2292,,,901,1871,0.482,202,508,0.398,585,759,0.771,487,1208,533,198,117,438,622
158,Maryland NCAA,31,21,10,0.677,20.56,7.56,11,5,14,2,4,5,2472,2069,,1250,901,1940,0.464,204,523,0.39,466,654,0.713,409,1241,573,322,198,431,588
161,Memphis NCAA,30,23,7,0.767,13.23,5.27,13,3,14,2,7,4,2232,1993,,,787,1809,0.435,210,610,0.344,448,685,0.654,448,1203,493,216,152,412,563
165,Michigan State NCAA,35,22,13,0.629,16.12,9.72,10,6,14,2,3,6,2367,2143,,1405,812,1795,0.452,179,477,0.375,564,767,0.735,373,1226,474,217,121,502,707
168,Milwaukee NCAA,32,24,8,0.75,7.71,0.81,13,3,12,0,9,6,2466,2238,,,874,1855,0.471,246,695,0.354,472,681,0.693,370,1101,542,283,114,475,649
170,Mississippi State NCAA,31,21,10,0.677,17.65,8,9,7,13,2,4,6,2151,1852,,,806,1718,0.469,173,507,0.341,366,543,0.674,374,1148,445,268,116,479,490
175,Missouri NCAA,33,22,11,0.667,14.87,10.15,9,7,14,1,3,7,2389,2233,,1325,870,1959,0.444,252,699,0.361,397,600,0.662,437,1301,452,185,144,457,562
195,North Carolina-Asheville NCAA,32,15,17,0.469,-13.19,-5.61,7,7,10,2,2,14,2320,2514,,1310,801,1848,0.433,212,586,0.362,506,665,0.761,393,1142,430,230,99,514,616
198,North Carolina State NCAA,31,18,13,0.581,11.76,7.57,9,7,14,3,3,7,2246,2116,,1250,755,1656,0.456,248,696,0.356,488,634,0.77,290,989,456,238,100,440,580
199,North Carolina-Wilmington NCAA,31,24,7,0.774,8.52,-2.8,15,3,11,1,10,5,2214,1863,,1250,801,1747,0.459,216,581,0.372,396,572,0.692,309,1022,456,283,58,352,572
208,Notre Dame NCAA,34,24,10,0.706,17.32,9.43,10,6,14,2,4,5,2692,2424,,1375,917,2055,0.446,283,735,0.385,575,756,0.761,378,1303,558,248,189,446,551
212,Oklahoma State NCAA,32,22,10,0.688,14.62,8.46,10,6,13,2,6,5,2224,2004,,1285,800,1784,0.448,157,496,0.317,467,719,0.65,397,1175,408,286,171,474,644
213,Oklahoma NCAA,34,27,7,0.794,18.86,8.53,12,4,15,1,5,3,2392,2041,,1375,853,1912,0.446,250,638,0.392,436,629,0.693,414,1251,482,237,123,412,619
217,Oregon NCAA,33,23,10,0.697,14.05,6.11,10,8,14,2,5,6,2689,2427,,1325,934,2039,0.458,291,753,0.386,530,685,0.774,377,1190,567,263,91,504,692
220,Pennsylvania NCAA,28,22,6,0.786,8.44,-1.45,14,0,11,2,10,3,1958,1681,,1125,668,1432,0.466,251,608,0.413,371,523,0.709,254,926,418,199,59,370,500
222,Pittsburgh NCAA,33,28,5,0.848,21.49,5.79,13,3,16,0,7,4,2473,1955,,,893,1766,0.506,208,572,0.364,479,748,0.64,369,1203,589,271,134,484,591
228,Purdue NCAA,30,19,11,0.633,15.95,9.42,10,6,14,1,3,6,2156,1960,,,715,1638,0.437,157,467,0.336,569,757,0.752,312,1015,360,216,85,413,598
240,Saint Joseph's NCAA,30,23,7,0.767,14.61,3.71,12,4,11,1,9,5,2111,1784,,,725,1637,0.443,239,658,0.363,422,615,0.686,339,1060,417,217,166,387,563
244,Sam Houston State NCAA,30,23,7,0.767,-1.65,-6.87,17,3,16,0,7,5,2185,1951,,,751,1636,0.459,194,542,0.358,489,694,0.705,338,1111,502,252,174,475,578
247,San Diego NCAA,30,18,12,0.6,5.46,2.74,10,4,9,5,9,6,2265,2143,,1210,765,1626,0.47,210,554,0.379,525,789,0.665,354,1147,496,162,101,536,602
255,South Carolina State NCAA,31,20,11,0.645,-9.2,-10.14,15,3,8,2,9,7,2238,2209,,,765,1683,0.455,161,484,0.333,547,782,0.699,396,1145,316,247,89,602,643
261,Southern Illinois NCAA,31,24,7,0.774,8.57,2.37,16,2,14,0,8,5,2307,2115,,1250,847,1801,0.47,191,494,0.387,422,603,0.7,336,1028,430,245,96,388,600
269,Stanford NCAA,33,24,9,0.727,13.25,8.37,14,4,14,3,7,3,2391,2230,,1325,851,1925,0.442,231,648,0.356,458,676,0.678,449,1279,482,177,117,470,618
273,Syracuse NCAA,35,30,5,0.857,19.02,9.02,13,3,17,0,6,3,2785,2435,,1405,1020,2146,0.475,186,540,0.344,559,806,0.694,478,1425,523,298,247,494,592
286,Texas Southern NCAA,31,18,13,0.581,-9.57,-11.21,11,7,11,3,4,8,2268,2217,,,771,1721,0.448,190,574,0.331,536,876,0.612,411,1184,442,198,67,472,571
289,Texas NCAA,33,26,7,0.788,18.91,9.27,13,3,14,0,5,4,2618,2300,,,916,2055,0.446,196,550,0.356,590,818,0.721,531,1386,478,206,121,431,675
292,Troy NCAA,32,26,6,0.813,2.86,-4.8,14,2,10,1,12,3,2556,2262,,1280,914,2116,0.432,312,916,0.341,416,606,0.686,486,1285,495,309,167,435,531
294,Tulsa NCAA,33,23,10,0.697,10.41,2.29,12,6,14,3,6,6,2423,2155,,,877,1884,0.465,217,591,0.367,452,619,0.73,365,1221,488,242,159,467,565
296,Utah State NCAA,33,24,9,0.727,4.16,-1.43,12,6,12,2,7,6,2197,1979,,1330,799,1727,0.463,134,456,0.294,465,651,0.714,414,1154,471,168,69,406,528
297,Utah NCAA,33,25,8,0.758,11,5.25,11,3,15,1,7,4,2191,1991,,1330,757,1679,0.451,236,620,0.381,441,620,0.711,333,1093,427,163,124,427,658
300,Vermont NCAA,33,21,12,0.636,-1.32,-4.85,11,5,11,1,7,8,2275,2111,,1330,835,1870,0.447,179,520,0.344,426,640,0.666,425,1295,477,230,102,479,520
306,Wagner NCAA,32,21,11,0.656,-3.33,-6.48,14,4,14,1,7,9,2403,2302,,1280,865,1841,0.47,225,589,0.382,448,616,0.727,381,1098,514,239,89,482,566
307,Wake Forest NCAA,31,25,6,0.806,16.96,6.96,13,3,17,0,7,4,2412,2102,,1250,805,1778,0.453,191,560,0.341,611,813,0.752,459,1292,441,201,143,475,578
310,Weber State NCAA,32,26,6,0.813,4.56,-2.01,14,0,13,0,9,4,2385,2164,,,800,1710,0.468,189,576,0.328,596,815,0.731,345,1078,455,211,24,403,601
314,Western Kentucky NCAA,33,24,9,0.727,7.71,1.4,12,2,16,0,5,7,2430,2194,,,860,1866,0.461,253,695,0.364,457,692,0.66,411,1186,473,234,120,497,608
319,Wisconsin NCAA,32,24,8,0.75,17.48,6.51,12,4,16,1,6,5,2250,1899,,,798,1723,0.463,201,563,0.357,453,619,0.732,326,1045,423,221,88,334,478
323,Xavier NCAA,32,26,6,0.813,16.08,4.61,15,1,14,1,10,2,2482,2115,,,850,1897,0.448,206,571,0.361,576,772,0.746,460,1259,523,172,96,407,500
