,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
137,Kansas State NCAA,33,22,11,0.667,14.47,7.53,10,8,11,4,6,4,2343,2114,,1335,812,1849,0.439,183,546,0.335,536,799,0.671,471,1129,468,200,156,474,662
138,Kansas NCAA,39,32,7,0.821,21.72,9.93,16,2,16,0,8,2,2867,2407,,1565,1023,2169,0.472,222,643,0.345,597,863,0.692,449,1368,587,285,222,506,678
141,Kentucky NCAA,40,38,2,0.95,24.73,7.93,16,0,18,0,8,1,3095,2423,,1600,1096,2248,0.488,225,595,0.378,678,938,0.723,472,1445,531,242,344,445,593
144,Lamar NCAA,35,23,12,0.657,2.41,-3.77,11,5,12,2,8,9,2573,2296,,1405,902,2087,0.432,153,454,0.337,616,855,0.72,497,1288,448,283,154,418,604
145,Lehigh NCAA,35,27,8,0.771,4.27,-5.14,11,3,12,1,12,6,2648,2288,,1410,902,2030,0.444,254,726,0.35,590,768,0.768,386,1104,456,269,106,391,629
148,Long Beach State NCAA,34,25,9,0.735,9.52,0.87,15,1,12,0,8,7,2510,2175,,1370,880,1880,0.468,221,618,0.358,529,790,0.67,391,1141,476,242,92,440,527
149,Long Island University NCAA,34,25,9,0.735,-1.34,-5.1,16,2,15,0,7,8,2769,2641,,1365,920,1940,0.474,225,606,0.371,704,965,0.73,396,1167,500,206,113,546,531
155,Louisville NCAA,40,30,10,0.75,16.19,9.02,10,8,16,4,6,5,2727,2440,,1620,963,2281,0.422,233,733,0.318,568,826,0.688,518,1423,532,353,193,562,706
158,Loyola (MD) NCAA,33,24,9,0.727,0.37,-2.72,13,5,10,2,11,6,2222,2120,,1320,755,1775,0.425,164,484,0.339,548,762,0.719,430,1044,393,255,147,443,628
162,Marquette NCAA,35,27,8,0.771,16.92,7.5,14,4,15,1,6,5,2638,2308,,1400,919,2033,0.452,201,596,0.337,599,831,0.721,414,1149,580,304,122,461,620
169,Memphis NCAA,35,26,9,0.743,16.86,5.26,13,3,18,2,7,4,2614,2208,,1415,933,1899,0.491,185,511,0.362,563,785,0.717,332,1093,505,278,196,444,665
173,Michigan State NCAA,37,29,8,0.784,21.32,9.82,13,5,17,1,7,4,2651,2195,,1485,960,2012,0.477,200,555,0.36,531,759,0.7,420,1302,566,265,157,474,650
174,Michigan NCAA,34,24,10,0.706,13.19,8.98,13,5,15,1,5,6,2255,2090,,1375,808,1777,0.455,276,788,0.35,363,503,0.722,291,967,431,168,72,370,530
179,Mississippi Valley State NCAA,34,21,13,0.618,-8.03,-7.65,17,1,9,0,8,11,2332,2345,,1375,812,2025,0.401,252,777,0.324,456,708,0.644,460,1156,451,300,87,511,698
183,Missouri NCAA,35,30,5,0.857,19.77,5.68,14,4,16,1,7,3,2814,2321,,1405,981,1945,0.504,293,737,0.398,559,730,0.766,319,1025,566,285,97,358,499
186,Montana NCAA,32,25,7,0.781,4.55,-3.39,15,1,16,2,9,4,2239,1985,,1285,781,1689,0.462,195,524,0.372,482,672,0.717,286,949,436,229,115,401,585
190,Murray State NCAA,33,31,2,0.939,8.74,-2.6,15,1,13,1,13,0,2412,2001,,1330,811,1732,0.468,239,604,0.396,551,761,0.724,360,1019,418,276,139,458,592
193,Nevada-Las Vegas NCAA,35,26,9,0.743,13.55,4.37,9,5,17,0,5,7,2671,2307,,1425,942,2062,0.457,291,799,0.364,496,734,0.676,408,1227,616,299,169,466,604
196,New Mexico State NCAA,36,26,10,0.722,8.73,0.08,10,4,14,3,7,5,2812,2459,,1445,970,2045,0.474,165,505,0.327,707,1058,0.668,518,1352,498,244,154,533,630
197,New Mexico NCAA,35,28,7,0.8,15.6,3.34,10,4,14,2,7,3,2545,2076,,1405,876,1898,0.462,264,699,0.378,529,748,0.707,395,1216,573,240,117,467,609
201,Norfolk State NCAA,36,26,10,0.722,-3.68,-5.39,13,3,10,4,10,4,2482,2416,,1455,870,1977,0.44,198,635,0.312,544,829,0.656,421,1186,431,240,169,539,702
202,North Carolina-Asheville NCAA,34,24,10,0.706,3.06,-2.72,16,2,15,2,8,5,2745,2426,,1365,920,1907,0.482,223,629,0.355,682,893,0.764,377,1093,566,283,88,456,612
206,North Carolina State NCAA,37,24,13,0.649,12.1,6.8,9,7,13,6,5,4,2697,2501,,1485,977,2134,0.458,198,557,0.355,545,774,0.704,456,1281,577,249,150,470,623
208,North Carolina NCAA,38,32,6,0.842,21.34,7.07,14,2,17,1,8,2,3091,2549,,1525,1134,2473,0.459,194,580,0.334,629,922,0.682,570,1592,659,259,219,447,551
220,Notre Dame NCAA,34,22,12,0.647,11.18,6.47,13,5,16,1,5,5,2257,2097,,1380,781,1800,0.434,221,665,0.332,474,673,0.704,345,1050,497,177,114,342,470
222,Ohio State NCAA,39,31,8,0.795,23.95,9.07,13,5,17,2,7,4,2913,2333,,1560,1057,2219,0.476,199,596,0.334,600,846,0.709,447,1345,568,281,125,449,630
223,Ohio NCAA,37,29,8,0.784,7.17,0.17,11,5,16,1,8,6,2597,2311,,1490,901,2107,0.428,278,809,0.344,517,749,0.69,451,1136,488,347,103,481,723
241,Purdue NCAA,35,22,13,0.629,13.88,8.05,10,8,13,4,5,5,2514,2310,,1400,889,2019,0.44,284,753,0.377,452,689,0.656,391,1039,470,226,110,306,620
254,Saint Louis NCAA,34,26,8,0.765,15.15,4.06,12,4,15,1,6,5,2336,1960,,1365,814,1813,0.449,238,663,0.359,470,653,0.72,346,994,459,236,99,382,569
255,Saint Mary's (CA) NCAA,33,27,6,0.818,11.26,0.78,14,2,16,1,8,3,2467,2068,,1325,857,1811,0.473,245,713,0.344,508,697,0.729,378,1152,520,227,102,383,527
259,San Diego State NCAA,34,26,8,0.765,9.04,3.79,10,4,17,2,7,4,2416,2166,,1380,863,1903,0.453,197,578,0.341,493,703,0.701,360,1153,417,189,79,426,543
272,South Dakota State NCAA,35,27,8,0.771,7.34,-1.87,15,3,14,0,8,7,2689,2329,,1415,918,1963,0.468,284,728,0.39,569,783,0.727,363,1078,500,236,65,370,567
274,South Florida NCAA,36,22,14,0.611,9.2,7.29,12,6,14,2,5,8,2134,2037,,1450,772,1765,0.437,169,534,0.316,421,597,0.705,374,1115,423,200,137,485,552
281,Southern Mississippi NCAA,34,25,9,0.735,7.79,3.61,11,5,15,0,7,6,2426,2212,,1395,819,1975,0.415,215,601,0.358,573,779,0.736,471,1133,374,205,98,377,651
284,St. Bonaventure NCAA,32,20,12,0.625,8.25,2.84,10,6,11,2,6,8,2254,2081,,1295,770,1687,0.456,174,504,0.345,540,710,0.761,352,1038,444,186,133,439,592
291,Syracuse NCAA,37,34,3,0.919,21.12,8.02,17,1,19,0,9,1,2742,2257,,1485,1006,2156,0.467,233,668,0.349,495,709,0.698,459,1181,564,338,255,389,574
292,Temple NCAA,32,24,8,0.75,10.44,4.94,13,3,10,1,10,4,2401,2225,,1305,861,1836,0.469,228,574,0.397,451,627,0.719,333,1019,493,230,134,401,567
307,Texas NCAA,34,20,14,0.588,14,8.12,9,9,15,3,4,7,2470,2270,,1370,836,1927,0.434,197,601,0.328,601,820,0.733,453,1118,419,231,125,426,659
318,Vanderbilt NCAA,36,25,11,0.694,15.71,8.04,10,6,13,5,6,5,2615,2339,,1455,885,1921,0.461,307,792,0.388,538,770,0.699,361,1125,458,214,144,465,580
319,Vermont NCAA,36,24,12,0.667,0.98,-5.19,13,3,10,4,10,6,2415,2193,,1455,848,1914,0.443,191,561,0.34,528,714,0.739,401,1166,475,221,86,445,627
321,Virginia Commonwealth NCAA,36,29,7,0.806,8.79,0.63,15,3,13,1,10,3,2448,2154,,1450,837,2040,0.41,267,800,0.334,507,740,0.685,439,1115,433,379,131,411,646
324,Virginia NCAA,32,22,10,0.688,12.51,4.23,9,7,13,3,7,4,2000,1735,,1285,721,1576,0.457,155,469,0.33,403,558,0.722,253,944,394,207,88,367,506
330,West Virginia NCAA,33,19,14,0.576,12.13,7.53,9,9,11,5,4,6,2346,2194,,1355,838,1914,0.438,174,583,0.298,496,739,0.671,493,1135,477,210,85,422,555
333,Western Kentucky NCAA,35,16,19,0.457,-2.66,0.51,7,9,8,7,3,8,2272,2383,,1410,769,1952,0.394,195,638,0.306,539,785,0.687,449,1173,385,195,146,534,691
335,Wichita State NCAA,33,27,6,0.818,17.42,3.8,16,2,14,1,10,1,2545,2060,,1340,912,1892,0.482,230,620,0.371,491,656,0.748,359,1157,485,209,130,403,553
338,Wisconsin NCAA,36,26,10,0.722,19.04,8.24,12,6,14,4,7,4,2304,1915,,1450,797,1875,0.425,285,775,0.368,425,575,0.739,349,1112,428,181,126,320,512
342,Xavier NCAA,36,23,13,0.639,9.59,6.22,10,6,13,3,5,6,2543,2422,,1455,899,1986,0.453,176,501,0.351,569,819,0.695,378,1183,471,216,135,448,665
