season,winnerName,winnerSeed,loserName,loserSeed
201718,Villanova,1,Radford,16
201718,Alabama,9,Virginia Tech,8
201718,West Virginia,5,Murray State,12
201718,Marshall,13,Wichita State,4
201718,Florida,6,St. Bonaventure,11
201718,Texas Tech,3,Stephen F. Austin,14
201718,Butler,10,Arkansas,7
201718,Purdue,2,Cal State Fullerton,15
201718,Villanova,1,Alabama,9
201718,West Virginia,5,Marshall,13
201718,Texas Tech,3,Florida,6
201718,Purdue,2,Butler,10
201718,Villanova,1,West Virginia,5
201718,Texas Tech,3,Purdue,2
201718,Villanova,1,Texas Tech,3
201718,Kansas,1,Penn,16
201718,Seton Hall,8,NC State,9
201718,Clemson,5,New Mexico State,12
201718,Auburn,4,College of Charleston,13
201718,Syracuse,11,TCU,6
201718,Michigan State,3,Bucknell,14
201718,Rhode Island,7,Oklahoma,10
201718,Duke,2,Iona,15
201718,Kansas,1,Seton Hall,8
201718,Clemson,5,Auburn,4
201718,Syracuse,11,Michigan State,3
201718,Duke,2,Rhode Island,7
201718,Kansas,1,Clemson,5
201718,Duke,2,Syracuse,11
201718,Kansas,1,Duke,2
201718,Xavier,1,Texas Southern,16
201718,Florida State,9,Missouri,8
201718,Ohio State,5,South Dakota State,12
201718,Gonzaga,4,UNC Greensboro,13
201718,Houston,6,San Diego State,11
201718,Michigan,3,Montana,14
201718,Texas A&M,7,Providence,10
201718,UNC,2,Lipscomb,15
201718,Florida State,9,Xavier,1
201718,Gonzaga,4,Ohio State,5
201718,Michigan,3,Houston,6
201718,Texas A&M,7,UNC,2
201718,Florida State,9,Gonzaga,4
201718,Michigan,3,Texas A&M,7
201718,Michigan,3,Florida State,9
201718,UMBC,16,Virginia,1
201718,Kansas State,9,Creighton,8
201718,Kentucky,5,Davidson,12
201718,Buffalo,13,Arizona,4
201718,Loyola (IL),11,Miami (FL),6
201718,Tennessee,3,Wright State,14
201718,Nevada,7,Texas,10
201718,Cincinnati,2,Georgia State,15
201718,Kansas State,9,UMBC,16
201718,Kentucky,5,Buffalo,13
201718,Loyola (IL),11,Tennessee,3
201718,Nevada,7,Cincinnati,2
201718,Kansas State,9,Kentucky,5
201718,Loyola (IL),11,Nevada,7
201718,Loyola (IL),11,Kansas State,9
201718,Villanova,1,Kansas,1
201718,Michigan,3,Loyola (IL),11
201718,Villanova,1,Michigan,3
