,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
150,Louisiana State NCAA,36,27,9,0.75,17.54,8.77,14,2,14,2,7,4,2633,2299,,1450,972,2092,0.465,147,454,0.324,542,786,0.69,496,1447,547,298,236,555,567
159,Marquette NCAA,31,20,11,0.645,11.33,8.16,10,6,14,2,3,7,2325,2150,,1250,830,1823,0.455,263,663,0.397,402,549,0.732,377,1112,482,233,94,458,597
166,Memphis NCAA,37,33,4,0.892,18.81,4.24,13,1,19,1,10,1,2961,2422,,,1034,2291,0.451,277,783,0.354,616,903,0.682,568,1528,566,361,235,575,757
170,Michigan State NCAA,34,22,12,0.647,12.24,7.27,8,8,12,2,4,7,2520,2334,,1390,896,1879,0.477,204,540,0.378,524,681,0.769,373,1212,567,214,101,478,627
173,Milwaukee NCAA,31,22,9,0.71,7.65,1.47,12,4,13,2,8,6,2294,2061,,1250,797,1832,0.435,204,609,0.335,496,719,0.69,452,1185,389,216,91,421,595
181,Monmouth NCAA,34,19,15,0.559,-2.99,-4.05,12,6,8,4,9,8,2191,2155,,,787,1785,0.441,217,644,0.337,400,597,0.67,296,1114,502,254,123,510,570
183,Montana NCAA,31,24,7,0.774,4.86,-0.96,10,4,13,1,8,5,2449,2202,,1255,876,1781,0.492,228,590,0.386,469,653,0.718,348,1096,565,229,95,431,563
187,Murray State NCAA,31,24,7,0.774,4.16,-5.07,17,3,14,1,8,4,2203,1901,,1255,808,1795,0.45,230,652,0.353,357,548,0.651,410,1141,485,250,147,387,568
191,Nevada NCAA,33,27,6,0.818,10.16,2.26,13,3,17,1,10,3,2401,2103,,1330,866,1901,0.456,179,497,0.36,490,682,0.718,420,1268,514,179,160,426,537
203,North Carolina State NCAA,32,22,10,0.688,12.7,5.63,10,6,15,3,5,5,2383,2157,,1310,793,1704,0.465,288,777,0.371,509,678,0.751,284,1050,500,233,150,434,565
204,North Carolina-Wilmington NCAA,33,25,8,0.758,8.9,0.57,15,3,12,1,8,6,2250,1975,,,807,1867,0.432,216,639,0.338,420,601,0.699,389,1191,506,248,55,414,682
205,North Carolina NCAA,31,23,8,0.742,18.48,7.77,12,4,14,5,8,2,2460,2128,,1240,863,1809,0.477,215,573,0.375,519,733,0.708,432,1237,552,242,127,512,531
213,Northern Iowa NCAA,33,23,10,0.697,11.55,5.13,11,7,12,3,7,5,2165,1907,,1355,754,1662,0.454,219,642,0.341,438,608,0.72,279,1100,439,179,124,401,480
214,Northwestern State NCAA,34,26,8,0.765,4.01,-1.38,15,1,14,0,10,6,2573,2365,,,914,1981,0.461,226,616,0.367,519,779,0.666,458,1224,589,312,113,535,698
218,Ohio State NCAA,32,26,6,0.813,16.08,5.9,12,4,16,1,6,3,2363,2037,,1295,833,1791,0.465,262,718,0.365,435,606,0.718,321,1088,491,216,89,379,489
221,Oklahoma NCAA,29,20,9,0.69,11.89,6.79,11,5,14,1,6,5,1995,1847,,1160,716,1586,0.451,174,485,0.359,389,545,0.714,420,1060,423,207,100,411,499
223,Oral Roberts NCAA,33,21,12,0.636,3.23,-2.35,13,3,10,2,6,8,2472,2248,,,866,1883,0.46,218,560,0.389,522,736,0.709,435,1215,528,220,140,472,583
226,Pacific NCAA,32,24,8,0.75,6.93,-1.57,12,2,11,3,9,4,2377,2047,,,858,1763,0.487,215,553,0.389,446,598,0.746,320,1135,514,188,67,419,501
228,Pennsylvania NCAA,29,20,9,0.69,6.01,-2.31,12,2,12,4,8,4,1987,1744,,1175,710,1595,0.445,196,607,0.323,371,550,0.675,302,919,413,283,78,382,532
230,Pittsburgh NCAA,33,25,8,0.758,16.37,7.01,10,6,16,1,5,5,2391,2082,,1330,840,1842,0.456,206,585,0.352,505,729,0.693,422,1281,541,203,128,452,565
254,San Diego State NCAA,33,24,9,0.727,9.81,3.65,13,3,13,2,7,5,2456,2223,,1330,839,1823,0.46,220,556,0.396,558,767,0.728,430,1176,432,251,101,498,545
260,Seton Hall NCAA,30,18,12,0.6,6.78,6.11,9,7,13,4,5,6,2033,2013,,1210,692,1690,0.409,174,520,0.335,475,637,0.746,375,1105,373,206,81,403,569
262,South Alabama NCAA,31,24,7,0.774,4.88,-2.18,12,3,12,2,9,4,2283,2033,,1245,797,1760,0.453,267,728,0.367,422,600,0.703,346,1049,436,264,43,415,578
270,Southern Illinois NCAA,33,22,11,0.667,8.93,4.62,12,6,11,2,7,7,1994,1864,,,707,1714,0.412,183,548,0.334,397,579,0.686,384,1073,404,278,105,473,653
274,Southern NCAA,33,20,13,0.606,-5.97,-6.69,15,3,11,0,6,11,2093,2070,,,787,1796,0.438,143,448,0.319,376,581,0.647,422,1234,391,249,122,561,574
282,Syracuse NCAA,35,23,12,0.657,11.68,8.16,7,9,14,5,3,5,2535,2412,,1415,913,2083,0.438,260,766,0.339,449,698,0.643,476,1338,541,313,221,532,625
287,Tennessee NCAA,30,22,8,0.733,14.73,7.76,12,4,13,2,7,3,2413,2204,,1200,859,1852,0.464,264,683,0.387,431,615,0.701,352,1005,509,301,98,386,542
289,Texas A&M NCAA,31,22,9,0.71,13.19,4.77,10,6,16,2,4,5,2130,1869,,,725,1627,0.446,203,563,0.361,477,702,0.679,325,993,509,266,94,416,668
298,Texas NCAA,37,30,7,0.811,21.89,6.99,13,3,16,1,7,3,2781,2230,,1485,983,2132,0.461,269,722,0.373,546,751,0.727,518,1498,549,296,186,498,561
304,UCLA NCAA,39,32,7,0.821,17.34,8.27,14,4,14,3,8,2,2642,2288,,1565,939,1987,0.473,236,682,0.346,528,764,0.691,429,1303,541,224,111,562,649
305,Utah State NCAA,32,23,9,0.719,7.76,1.79,11,5,14,2,7,6,2307,2070,,1300,853,1714,0.498,232,579,0.401,369,511,0.722,304,1080,552,165,91,421,492
311,Villanova NCAA,33,28,5,0.848,19.51,9.23,14,2,12,1,10,2,2449,2107,,1330,809,1942,0.417,288,769,0.375,543,717,0.757,459,1198,403,256,159,370,615
319,Washington NCAA,33,26,7,0.788,18.08,5.96,13,5,17,2,6,3,2706,2306,,1340,982,2087,0.471,220,602,0.365,522,697,0.749,475,1232,529,273,114,486,634
321,West Virginia NCAA,33,22,11,0.667,14.51,8.54,11,5,13,2,5,4,2334,2093,,1325,835,1875,0.445,337,967,0.349,327,439,0.745,258,915,576,266,93,287,419
326,Wichita State NCAA,35,26,9,0.743,11.45,4.72,14,4,14,2,8,3,2422,2165,,1420,839,1903,0.441,237,648,0.366,507,700,0.724,425,1317,522,183,64,449,547
328,Winthrop NCAA,31,23,8,0.742,6.28,-4.93,13,3,15,1,7,6,2276,1897,,,778,1735,0.448,238,658,0.362,482,697,0.692,402,1127,490,298,102,439,530
329,Wisconsin NCAA,31,19,12,0.613,13.14,7.24,9,7,14,2,2,8,2205,2035,,1250,776,1796,0.432,199,573,0.347,454,684,0.664,400,1124,421,165,104,359,534
333,Xavier NCAA,32,21,11,0.656,10.11,1.99,8,8,15,4,5,5,2290,2030,,1285,778,1685,0.462,218,588,0.371,516,713,0.724,338,1121,502,199,152,410,568
