season,winnerName,winnerSeed,loserName,loserSeed
200405,North Carolina,1,Oakland,16
200405,Iowa State,9,Minnesota,8
200405,Villanova,5,New Mexico,12
200405,Florida,4,Ohio,13
200405,Wisconsin,6,Northern Iowa,11
200405,Bucknell,14,Kansas,3
200405,North Carolina State,10,Charlotte,7
200405,Connecticut,2,Central Florida,15
200405,North Carolina,1,Iowa State,9
200405,Villanova,5,Florida,4
200405,Wisconsin,6,Bucknell,14
200405,North Carolina State,10,Connecticut,2
200405,North Carolina,1,Villanova,5
200405,Wisconsin,6,North Carolina State,10
200405,North Carolina,1,Wisconsin,6
200405,Washington,1,Montana,16
200405,Pacific,8,Pittsburgh,9
200405,Georgia Tech,5,George Washington,12
200405,Louisville,4,Louisiana,13
200405,Texas Tech,6,UCLA,11
200405,Gonzaga,3,Winthrop,14
200405,West Virginia,7,Creighton,10
200405,Wake Forest,2,Chattanooga,15
200405,Washington,1,Pacific,8
200405,Louisville,4,Georgia Tech,5
200405,Texas Tech,6,Gonzaga,3
200405,West Virginia,7,Wake Forest,2
200405,Louisville,4,Washington,1
200405,West Virginia,7,Texas Tech,6
200405,Louisville,4,West Virginia,7
200405,Duke,1,Delaware State,16
200405,Mississippi State,9,Stanford,8
200405,Michigan State,5,Old Dominion,12
200405,Vermont,13,Syracuse,4
200405,Utah,6,Texas-El Paso,11
200405,Oklahoma,3,Niagara,14
200405,Cincinnati,7,Iowa,10
200405,Kentucky,2,Eastern Kentucky,15
200405,Duke,1,Mississippi State,9
200405,Michigan State,5,Vermont,13
200405,Utah,6,Oklahoma,3
200405,Kentucky,2,Cincinnati,7
200405,Michigan State,5,Duke,1
200405,Kentucky,2,Utah,6
200405,Michigan State,5,Kentucky,2
200405,Illinois,1,Fairleigh Dickinson,16
200405,Nevada,9,Texas,8
200405,Milwaukee,12,Alabama,5
200405,Boston College,4,Pennsylvania,13
200405,Alabama-Birmingham,11,Louisiana State,6
200405,Arizona,3,Utah State,14
200405,Southern Illinois,7,Saint Mary's (CA),10
200405,Oklahoma State,2,Southeastern Louisiana,15
200405,Illinois,1,Nevada,9
200405,Milwaukee,12,Boston College,4
200405,Arizona,3,Alabama-Birmingham,11
200405,Oklahoma State,2,Southern Illinois,7
200405,Illinois,1,Milwaukee,12
200405,Arizona,3,Oklahoma State,2
200405,Illinois,1,Arizona,3
200405,North Carolina,1,Michigan State,5
200405,Louisville,4,Illinois,1
200405,North Carolina,1,Louisville,4
