,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
113,Hampton NCAA,35,17,18,0.486,-8.25,-7.08,8,8,6,5,5,12,2346,2387,,1405,796,1959,0.406,194,638,0.304,560,859,0.652,416,1292,372,235,141,494,752
115,Harvard NCAA,30,22,8,0.733,4.47,-0.25,12,3,12,2,9,4,1926,1727,,1220,671,1548,0.433,146,412,0.354,438,609,0.719,316,1025,384,213,135,349,472
130,Indiana NCAA,34,20,14,0.588,12.94,7.2,9,9,15,4,3,6,2633,2438,,1365,923,1989,0.464,319,786,0.406,468,651,0.719,407,1224,473,170,108,392,606
132,Iowa State NCAA,34,25,9,0.735,17.94,9.15,12,6,15,1,6,5,2645,2346,,1360,940,1973,0.476,263,726,0.362,502,721,0.696,323,1221,546,218,133,375,527
133,Iowa NCAA,34,22,12,0.647,15.83,8.39,12,6,14,4,7,4,2372,2119,,1370,821,1905,0.431,192,576,0.333,538,723,0.744,422,1274,482,218,158,377,536
141,Kansas NCAA,36,27,9,0.75,18.47,12.13,13,5,15,0,5,5,2561,2333,,1445,869,1976,0.44,213,562,0.379,610,842,0.724,426,1364,475,237,175,463,639
144,Kentucky NCAA,39,38,1,0.974,28.72,8.67,18,0,19,0,10,0,2900,2118,,1575,1006,2150,0.468,203,582,0.349,685,943,0.726,491,1482,553,253,268,408,665
146,Lafayette NCAA,33,20,13,0.606,-3.37,-3.12,9,9,11,5,9,7,2426,2409,,1325,872,1799,0.485,261,640,0.408,421,549,0.767,282,1017,514,181,83,366,515
156,Louisiana State NCAA,33,22,11,0.667,11.39,5.63,11,7,13,4,8,3,2423,2233,,1350,892,1962,0.455,189,558,0.339,450,658,0.684,401,1294,516,240,204,476,516
158,Louisville NCAA,36,27,9,0.75,18.12,8.98,12,6,15,4,7,3,2483,2154,,1450,878,2048,0.429,198,644,0.307,529,792,0.668,454,1351,419,283,192,408,623
163,Manhattan NCAA,33,19,14,0.576,-1.34,-3.34,13,7,9,2,5,9,2300,2234,,1340,756,1748,0.432,215,640,0.336,573,829,0.691,345,1065,460,264,92,481,758
169,Maryland NCAA,35,28,7,0.8,13.32,7.63,14,4,18,1,6,4,2417,2218,,1410,781,1777,0.44,258,687,0.376,597,790,0.756,314,1223,376,169,151,431,584
177,Michigan State NCAA,39,27,12,0.692,17.46,10,12,6,12,4,7,4,2773,2482,,1605,1014,2181,0.465,294,763,0.385,451,714,0.632,436,1458,646,203,176,441,738
184,Mississippi NCAA,34,21,13,0.618,11.39,7.01,11,7,9,7,8,4,2475,2326,,1369,848,2003,0.423,220,662,0.332,559,723,0.773,430,1284,450,225,128,378,668
201,New Mexico State NCAA,34,23,11,0.676,3.71,-3.67,13,1,15,2,6,8,2316,2033,,1370,808,1748,0.462,165,450,0.367,535,771,0.694,428,1199,406,219,124,470,541
212,North Carolina State NCAA,36,22,14,0.611,14.11,9.72,10,8,14,6,5,5,2525,2367,,1450,895,2054,0.436,236,661,0.357,499,727,0.686,435,1369,415,138,184,375,637
214,North Carolina NCAA,38,26,12,0.684,20.63,11.76,11,7,10,5,7,4,2953,2616,,1530,1099,2309,0.476,184,514,0.358,571,814,0.701,526,1541,661,251,160,481,738
215,North Dakota State NCAA,33,23,10,0.697,-1.72,-3.63,12,4,14,0,5,8,2141,2057,,1335,743,1713,0.434,230,600,0.383,425,614,0.692,274,1098,315,156,123,325,504
217,North Florida NCAA,35,23,12,0.657,-0.82,-5.94,12,2,12,2,9,9,2651,2385,,1400,897,1910,0.47,317,810,0.391,540,747,0.723,339,1219,506,214,146,436,568
219,Northeastern NCAA,35,23,12,0.657,2.03,-1.34,12,6,9,3,8,7,2397,2279,,1415,838,1725,0.486,203,526,0.386,518,713,0.727,297,1160,500,183,129,483,496
223,Northern Iowa NCAA,35,31,4,0.886,12.54,2,16,2,16,0,9,3,2281,1912,,1420,776,1618,0.48,257,645,0.398,472,644,0.733,255,1071,413,207,84,363,508
227,Notre Dame NCAA,38,32,6,0.842,19.23,7.02,14,4,17,2,7,2,2963,2499,,1545,1050,2061,0.509,302,775,0.39,561,756,0.742,313,1231,576,256,138,357,540
229,Ohio State NCAA,35,24,11,0.686,19.68,7.37,11,7,18,2,4,6,2635,2204,,1410,964,1995,0.483,236,637,0.37,471,693,0.68,387,1241,534,266,178,396,563
231,Oklahoma State NCAA,32,18,14,0.563,12.95,9.63,8,10,12,4,3,8,2160,2011,,1290,733,1667,0.44,226,647,0.349,468,645,0.726,287,1039,366,253,156,392,614
232,Oklahoma NCAA,35,24,11,0.686,18.65,9.94,12,6,14,1,5,6,2501,2196,,1410,885,2035,0.435,236,688,0.343,495,668,0.741,389,1332,430,237,174,419,570
236,Oregon NCAA,36,26,10,0.722,11.43,7.65,13,5,17,2,6,4,2713,2550,,1460,992,2143,0.463,263,726,0.362,466,613,0.76,372,1298,508,207,157,421,655
247,Providence NCAA,34,22,12,0.647,13.71,9.5,11,7,13,4,5,6,2370,2227,,1370,828,1889,0.438,171,546,0.313,543,768,0.707,411,1228,474,242,155,407,628
248,Purdue NCAA,34,21,13,0.618,12.93,7.64,12,6,14,3,4,6,2375,2195,,1375,827,1840,0.449,195,597,0.327,524,767,0.683,409,1249,505,185,177,444,642
255,Robert Morris NCAA,35,20,15,0.571,-3.02,-3.5,12,6,10,6,8,8,2414,2397,,1410,854,1926,0.443,221,590,0.375,485,684,0.709,367,1162,428,300,100,467,650
266,San Diego State NCAA,36,27,9,0.75,11.81,4.24,14,4,16,1,6,5,2226,1939,,1455,800,1916,0.418,189,591,0.32,437,694,0.63,439,1270,377,247,179,410,506
287,Southern Methodist NCAA,34,27,7,0.794,12.94,3.57,15,3,16,2,8,4,2350,2032,,1365,832,1750,0.475,145,400,0.363,541,770,0.703,388,1244,524,237,146,426,551
293,St. John's (NY) NCAA,33,21,12,0.636,11.85,9.04,10,8,15,3,5,6,2343,2240,,1325,835,1890,0.442,198,569,0.348,475,687,0.691,336,1164,408,246,210,352,587
295,Stephen F. Austin NCAA,34,29,5,0.853,8.61,-4.2,17,1,15,1,10,3,2672,2188,,1365,911,1870,0.487,262,692,0.379,588,799,0.736,413,1176,596,259,120,476,734
311,Texas Southern NCAA,35,22,13,0.629,-5.98,-6.09,16,2,9,1,10,11,2390,2386,,1430,818,1840,0.445,185,574,0.322,569,861,0.661,394,1193,375,214,109,454,609
314,Texas NCAA,34,20,14,0.588,16.16,9.07,8,10,13,5,4,7,2290,2049,,1375,796,1837,0.433,212,626,0.339,486,671,0.724,422,1351,442,128,265,435,555
320,UCLA NCAA,36,22,14,0.611,12.07,8.27,11,7,16,1,2,8,2590,2453,,1450,930,2099,0.443,223,606,0.368,507,750,0.676,440,1367,498,238,139,430,645
323,Utah NCAA,35,26,9,0.743,20.98,7.42,13,5,16,1,6,5,2496,1999,,1405,849,1760,0.482,264,654,0.404,534,760,0.703,322,1204,489,208,175,407,581
324,Valparaiso NCAA,34,28,6,0.824,6.29,-2,13,3,15,1,8,4,2366,2021,,1365,837,1836,0.456,236,620,0.381,456,676,0.675,397,1276,443,203,157,422,563
327,Villanova NCAA,36,33,3,0.917,23.13,7.55,16,2,15,0,9,2,2754,2193,,1450,916,1951,0.47,326,837,0.389,596,815,0.731,371,1235,570,278,146,382,596
328,Virginia Commonwealth NCAA,36,26,10,0.722,12.79,6.1,12,6,12,4,8,4,2609,2368,,1475,896,2139,0.419,293,854,0.343,524,797,0.657,444,1277,456,342,153,383,690
331,Virginia NCAA,34,30,4,0.882,21.73,7.81,16,2,15,1,11,1,2224,1751,,1370,804,1758,0.457,170,483,0.352,446,614,0.726,358,1232,430,186,143,316,484
337,West Virginia NCAA,35,25,10,0.714,15.12,9.29,11,7,12,3,5,5,2542,2338,,1410,872,2138,0.408,227,719,0.316,571,863,0.662,575,1272,494,376,96,453,821
342,Wichita State NCAA,35,30,5,0.857,15.56,3.68,17,1,15,0,10,2,2460,2008,,1410,860,1933,0.445,239,670,0.357,501,715,0.701,415,1245,476,250,134,327,587
345,Wisconsin NCAA,40,36,4,0.9,24.61,10.29,16,2,15,1,10,2,2900,2327,,1610,1014,2115,0.479,288,790,0.365,584,765,0.763,383,1338,504,174,127,296,501
346,Wofford NCAA,35,28,7,0.8,2.56,-2.98,16,2,13,1,10,5,2331,2089,,1400,818,1802,0.454,222,596,0.372,473,688,0.688,324,1139,461,228,87,379,589
348,Wyoming NCAA,35,25,10,0.714,3.81,-0.04,11,7,17,2,5,7,2151,1974,,1430,747,1619,0.461,209,642,0.326,448,638,0.702,216,1047,501,191,102,392,481
349,Xavier NCAA,37,23,14,0.622,15.42,9.48,9,9,13,3,5,7,2712,2492,,1505,956,2011,0.475,234,666,0.351,566,775,0.73,364,1282,596,223,106,447,661
